id	CON_count	OGD_count	CON_fpkm	OGD_fpkm	log2(FC)	Pvalue	FDR	significant
ENSMUST00000151166	2.01666666666667	3.34	0.0566666666666667	0.106666666666667	0.912537158749664	0.816954832095104	1	no
ENSMUST00000151170	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151188	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151260	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151331	70.12	57.3933333333333	4.19	3.33666666666667	-0.328542675584513	0.0292554218984215	0.597060348134249	no
ENSMUST00000151344	0.666666666666667	0	0.01	0.001	-3.32192809488736	0.655374672532953	1	no
ENSMUST00000151367	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151369	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151398	7	5.33333333333333	0.143333333333333	0.1	-0.519374159093576	0.384403717264453	1	no
ENSMUST00000151426	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151427	1.67666666666667	4.26666666666667	0.0633333333333333	0.16	1.33703498727757	0.566902217920009	1	no
ENSMUST00000151434	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151438	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151443	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151471	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151575	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151580	0.333333333333333	1.33333333333333	0.0266666666666667	0.113333333333333	2.08746284125033	0.49023538401804	1	no
ENSMUST00000151599	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151616	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151639	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151651	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151676	0	0.333333333333333	0.001	0.00666666666666667	2.73696559416621	0.999999999999999	1	no
ENSMUST00000151687	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151703	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151754	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151765	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151778	0.333333333333333	1	0.03	0.0933333333333333	1.63742992061529	0.725464265708069	1	no
ENSMUST00000151800	41.4833333333333	43.5066666666667	1.75	1.80666666666667	0.0459754288003891	0.386081362367675	1	no
ENSMUST00000151816	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151828	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151841	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000151883	1.86	2.87666666666667	0.06	0.0966666666666667	0.68805599368526	0.893895715841027	1	no
ENSMUST00000151904	0	0.333333333333333	0.001	0.0233333333333333	4.54432051622381	0.999999999999999	1	no
ENSMUST00000151949	0	1.33333333333333	0.001	0.02	4.32192809488736	0.389174244024354	1	no
ENSMUST00000151979	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152001	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152025	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152027	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152079	0	0.333333333333333	0.001	0.00333333333333333	1.7369655941662	0.999999999999999	1	no
ENSMUST00000152086	0.666666666666667	0	0.03	0.001	-4.90689059560852	0.649816695816097	1	no
ENSMUST00000152089	0.683333333333333	2.37333333333333	0.0233333333333333	0.08	1.77760757866355	0.525019318601901	1	no
ENSMUST00000152112	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152125	34.71	14.7666666666667	1.05333333333333	0.446666666666667	-1.23769155771932	0.000330561329952319	0.0553194385675205	no
ENSMUST00000152128	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152147	300.496666666667	270.73	3.75666666666667	3.39	-0.148167836314722	0.0198573726891479	0.518241735463062	no
ENSMUST00000152157	0.63	0.663333333333333	0.04	0.05	0.321928094887362	1	1	no
ENSMUST00000152172	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152190	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152230	0.666666666666667	1	0.0266666666666667	0.0466666666666667	0.807354922057603	1	1	no
ENSMUST00000152249	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152250	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152306	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152401	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152412	0.666666666666667	0	0.0266666666666667	0.001	-4.73696559416621	0.650584116451319	1	no
ENSMUST00000152439	0	1.33333333333333	0.001	0.0566666666666667	5.82442843541655	0.498920292348338	1	no
ENSMUST00000152462	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152467	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152483	0	0.333333333333333	0.001	0.00333333333333333	1.7369655941662	1	1	no
ENSMUST00000152494	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152542	2.66666666666667	7.66666666666667	0.06	0.183333333333333	1.61143471208234	0.258471721445458	1	no
ENSMUST00000152575	7.98	0.73	0.0966666666666667	0.01	-3.27301849440642	0.0286705600522369	0.597060348134249	no
ENSMUST00000152599	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152627	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152726	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152737	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152754	0	0.666666666666667	0.001	0.01	3.32192809488736	0.683218036368093	1	no
ENSMUST00000152803	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152815	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152825	0	1.33333333333333	0.001	0.106666666666667	6.73696559416621	0.500469173054002	1	no
ENSMUST00000152827	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152875	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152957	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000152986	0	0.333333333333333	0.001	0.01	3.32192809488736	1	1	no
ENSMUST00000152987	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153010	1.32	0.833333333333333	0.0433333333333333	0.0266666666666667	-0.700439718141089	0.75128634909517	1	no
ENSMUST00000153022	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153028	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153030	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153049	0	0.666666666666667	0.001	0.02	4.32192809488736	0.684833837952583	1	no
ENSMUST00000153057	37.5933333333333	40.0533333333333	1.83666666666667	1.93	0.0715110294180766	0.481639830035917	1	no
ENSMUST00000153153	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153158	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153175	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153212	0.86	0	0.0266666666666667	0.001	-4.73696559416621	0.50236972714242	1	no
ENSMUST00000153213	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153228	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153283	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153328	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153347	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153366	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153429	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153474	15.32	18.1833333333333	0.793333333333333	0.956666666666667	0.270089163367745	0.935763604095153	1	no
ENSMUST00000153493	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153497	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153517	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153521	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153567	0	0.666666666666667	0.001	0.03	4.90689059560852	0.682232105067503	1	no
ENSMUST00000153577	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153581	952.363333333333	1573.29	3.61666666666667	5.97	0.723070294654118	0.0560272276819546	0.73658169741301	no
ENSMUST00000153589	19.1833333333333	10.1566666666667	0.703333333333333	0.37	-0.926683322357079	0.041661454545459	0.68655887223915	no
ENSMUST00000153675	0	0.333333333333333	0.001	0.0233333333333333	4.54432051622381	1	1	no
ENSMUST00000153701	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153719	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153743	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153753	1	0.666666666666667	0.0466666666666667	0.0366666666666667	-0.347923303420307	1	1	no
ENSMUST00000153767	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153774	57	43.6666666666667	2.71666666666667	2.01666666666667	-0.429864916956482	0.0343577004556625	0.639440130811367	no
ENSMUST00000153786	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153791	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153795	1	2.66666666666667	0.0533333333333333	0.136666666666667	1.35755200461809	0.689027199508217	1	no
ENSMUST00000153797	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153810	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000153817	0	1.87	0.001	0.123333333333333	6.94641895979515	0.301580208249936	1	no
ENSMUST00000153818	0.333333333333333	0.666666666666667	0.0133333333333333	0.03	1.16992500144232	0.999999999999996	1	no
ENSMUST00000153883	38.26	83.6933333333333	1.93333333333333	4.15333333333333	1.10317926300907	0.0205674031513202	0.521508320814156	no
ENSMUST00000153921	2.33333333333333	4	0.0533333333333333	0.09	0.754887502163469	0.879096100834449	1	no
ENSMUST00000153981	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000154173	2.47	1.29	0.186666666666667	0.0933333333333333	-1	0.453586316130731	1	no
ENSMUST00000154177	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000154223	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000154242	2.66666666666667	3	0.236666666666667	0.29	0.293196376344044	1	1	no
ENSMUST00000154285	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000154297	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000154305	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000154367	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000154377	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000154409	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000154459	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000154530	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000154592	0.333333333333333	0	0.0366666666666667	0.001	-5.1963972128035	1	1	no
ENSMUST00000154615	0.333333333333333	1	0.02	0.0633333333333333	1.66296501272243	0.784489954732907	1	no
ENSMUST00000154632	0.666666666666667	0.666666666666667	0.00666666666666667	0.00666666666666667	0	1	1	no
ENSMUST00000154654	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000154703	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000154798	0	1.33333333333333	0.001	0.0433333333333333	5.4374053123073	0.247789011465869	1	no
ENSMUST00000154813	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000154820	0.333333333333333	1	0.0166666666666667	0.0533333333333333	1.67807190511263	0.782522615073641	1	no
ENSMUST00000154878	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000154958	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000154997	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000155046	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000155156	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000155173	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000155199	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000155208	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000155224	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000155323	0.666666666666667	1	0.0333333333333333	0.0433333333333333	0.37851162325373	1	1	no
ENSMUST00000155334	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000155337	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000155345	12.22	14.34	0.376666666666667	0.413333333333333	0.134017347971685	0.814222829430829	1	no
ENSMUST00000155432	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000155475	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000155496	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000155504	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000155528	1.33333333333333	0.333333333333333	0.0566666666666667	0.0133333333333333	-2.08746284125034	0.422356335198814	1	no
ENSMUST00000155540	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000155758	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000155900	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000155912	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000155923	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000155992	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000155997	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156068	218	237.333333333333	4.62666666666667	4.97666666666667	0.10520659755628	0.300552673758131	1	no
ENSMUST00000156081	27.5533333333333	43.1	1.37666666666667	2.14666666666667	0.64091890669517	0.486534346368901	1	no
ENSMUST00000156086	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156095	0	1.66666666666667	0.001	0.0166666666666667	4.05889368905357	0.254683446045665	1	no
ENSMUST00000156109	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156115	0	0.333333333333333	0.001	0.0333333333333333	5.05889368905357	1	1	no
ENSMUST00000156144	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156149	1.05666666666667	1.38333333333333	0.0333333333333333	0.0433333333333333	0.37851162325373	1	1	no
ENSMUST00000156150	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156185	1.33333333333333	1.33333333333333	0.02	0.0166666666666667	-0.263034405833791	1	1	no
ENSMUST00000156195	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156209	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156211	158.37	256.316666666667	1.17666666666667	1.91333333333333	0.701382553404501	0.211322416731802	1	no
ENSMUST00000156219	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156235	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156239	1.58333333333333	2.47333333333333	0.0466666666666667	0.08	0.777607578663551	0.999999999999996	1	no
ENSMUST00000156240	6.44666666666667	9.37	0.09	0.123333333333333	0.454565863465477	0.949035368501936	1	no
ENSMUST00000156243	6.19333333333333	13	0.08	0.176666666666667	1.14295795384205	0.344583339490615	1	no
ENSMUST00000156311	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156331	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156350	29.9566666666667	53.3233333333333	0.26	0.453333333333333	0.80206062238809	0.238443325581068	1	no
ENSMUST00000156376	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156391	1.08333333333333	1.54	0.06	0.0833333333333333	0.473931188332412	1	1	no
ENSMUST00000156401	0.666666666666667	0.666666666666667	0.0466666666666667	0.0466666666666667	0	1	1	no
ENSMUST00000156409	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156438	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156494	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156508	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156526	0	0.666666666666667	0.001	0.00666666666666667	2.73696559416621	0.548679771632006	1	no
ENSMUST00000156541	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156566	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156576	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156615	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156633	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156718	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156730	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156744	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156803	0.666666666666667	0	0.0266666666666667	0.001	-4.73696559416621	0.65082576849563	1	no
ENSMUST00000156822	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156823	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156903	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156947	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156950	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000156977	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000157058	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000159032	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000159072	7.12666666666667	9.37666666666667	0.233333333333333	0.266666666666667	0.1926450779424	1	1	no
ENSMUST00000159119	1.09666666666667	1.56333333333333	0.0533333333333333	0.07	0.392317422778761	1	1	no
ENSMUST00000159142	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000159260	1	1.33333333333333	0.0233333333333333	0.0333333333333333	0.514573172829759	0.999999999999999	1	no
ENSMUST00000159268	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000159360	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000159495	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000159562	0.333333333333333	0.0166666666666667	0.0133333333333333	0.001	-3.7369655941662	1	1	no
ENSMUST00000159595	0.333333333333333	1.66666666666667	0.01	0.04	2	0.631421688951805	1	no
ENSMUST00000159637	52.06	91	0.966666666666667	1.68	0.797370833484982	0.13727582882113	0.982693275548116	no
ENSMUST00000159663	7.29333333333333	1.57	0.666666666666667	0.136666666666667	-2.28630418515664	0.0233723430359732	0.558765943867158	no
ENSMUST00000159700	0	0.666666666666667	0.001	0.0233333333333333	4.54432051622381	0.673037696518437	1	no
ENSMUST00000159706	0	0.46	0.001	0.03	4.90689059560852	1	1	no
ENSMUST00000159744	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000159767	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000159793	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000159838	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000159937	0	0.666666666666667	0.001	0.00666666666666667	2.73696559416621	0.677984798560575	1	no
ENSMUST00000159965	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000160017	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000160089	1	6	0.0133333333333333	0.0866666666666667	2.7004397181411	0.103792980914109	0.921472432677782	no
ENSMUST00000160099	28.0333333333333	44.3333333333333	0.873333333333333	1.39333333333333	0.67393613054343	0.455212091802783	1	no
ENSMUST00000160126	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000160156	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000160187	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000160188	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000160227	0.88	0	0.0466666666666667	0.001	-5.54432051622381	0.502337427215464	1	no
ENSMUST00000160255	1.33333333333333	1.41333333333333	0.04	0.0366666666666667	-0.125530882083858	0.877227359427476	1	no
ENSMUST00000160270	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000160321	5.20666666666667	2.20333333333333	0.196666666666667	0.0833333333333333	-1.23878685958712	0.205158109450252	1	no
ENSMUST00000160361	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000160368	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000160626	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000160661	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000160917	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000160947	25.3333333333333	55.66	0.376666666666667	0.833333333333333	1.1456053222469	0.0335267570732916	0.639440130811367	no
ENSMUST00000160950	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000160951	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000160979	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000161005	0	0.333333333333333	0.001	0.02	4.32192809488736	1	1	no
ENSMUST00000161161	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000161174	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000161216	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000161255	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000161282	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000161362	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000161449	0.666666666666667	1.33333333333333	0.00666666666666667	0.0166666666666667	1.32192809488736	1	1	no
ENSMUST00000161565	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000161588	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000161721	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000161723	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000161759	2.16666666666667	1.66666666666667	0.05	0.0366666666666667	-0.44745897697122	0.696374922063256	1	no
ENSMUST00000161820	0	3.30333333333333	0.001	0.05	5.64385618977472	0.054759173195962	0.73658169741301	no
ENSMUST00000161835	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000161848	0.333333333333333	1.33333333333333	0.0166666666666667	0.06	1.84799690655495	0.730570837862516	1	no
ENSMUST00000161862	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000161923	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000162051	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000162059	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000162268	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000162474	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000162547	0.666666666666667	0	0.02	0.001	-4.32192809488736	0.651143596226416	1	no
ENSMUST00000162558	0	0.483333333333333	0.001	0.0366666666666667	5.1963972128035	1	1	no
ENSMUST00000162565	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000162579	7.14	6.96	0.423333333333333	0.38	-0.155794672607423	0.580406587864376	1	no
ENSMUST00000162697	7.81666666666667	11.3333333333333	0.613333333333333	0.886666666666667	0.531720479444178	0.891730193538205	1	no
ENSMUST00000162741	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000162822	203.116666666667	367.723333333333	10.73	19.5966666666667	0.868958201080583	0.0343887730941279	0.639440130811367	no
ENSMUST00000162900	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000163052	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000163056	2.33333333333333	3.33333333333333	0.06	0.09	0.584962500721156	0.999999999999999	1	no
ENSMUST00000163076	0.666666666666667	2.66666666666667	0.02	0.08	2	0.346285839648595	1	no
ENSMUST00000163106	8.49666666666667	3.85333333333333	0.323333333333333	0.146666666666667	-1.14048122354983	0.395665023970045	1	no
ENSMUST00000163302	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000163303	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000163416	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000163627	0	2.64333333333333	0.001	0.03	4.90689059560852	0.119383832331182	0.942400204746379	no
ENSMUST00000163635	1.80333333333333	0.21	0.126666666666667	0.0166666666666667	-2.92599941855622	0.311813756388289	1	no
ENSMUST00000163834	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000163836	33.16	27.98	2.48	2.13	-0.219486690161037	0.158389057184838	1	no
ENSMUST00000163892	0.333333333333333	0.333333333333333	0.00333333333333333	0.001	-1.7369655941662	1	1	no
ENSMUST00000163925	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000163996	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000164104	4	5	0.0166666666666667	0.0233333333333333	0.485426827170237	1	1	no
ENSMUST00000164249	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000164367	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000164379	1.66666666666667	3.33333333333333	0.0133333333333333	0.03	1.16992500144232	0.728254275383531	1	no
ENSMUST00000165505	2	0.666666666666667	0.03	0.01	-1.58496250072116	0.386221094300346	1	no
ENSMUST00000165732	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000165760	0.213333333333333	0.333333333333333	0.0166666666666667	0.0233333333333333	0.485426827170237	1	1	no
ENSMUST00000165880	2	2.33333333333333	0.0966666666666667	0.12	0.31194400631474	1	1	no
ENSMUST00000165923	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000165995	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000166038	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000166107	0.623333333333333	0	0.0533333333333333	0.001	-5.73696559416621	0.668992311055877	1	no
ENSMUST00000166316	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000166636	0.333333333333333	0	0.0133333333333333	0.001	-3.7369655941662	1	1	no
ENSMUST00000166653	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000166813	6.76333333333333	0.983333333333333	0.143333333333333	0.0166666666666667	-3.10433665981473	0.0267171374447993	0.58294344481402	no
ENSMUST00000166951	3.33333333333333	2	0.0466666666666667	0.0266666666666667	-0.807354922057603	0.433166080080676	1	no
ENSMUST00000166958	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000166982	0	0.396666666666667	0.001	0.0333333333333333	5.05889368905357	1	1	no
ENSMUST00000167151	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000167536	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000167654	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000167899	26.6666666666667	39	0.36	0.536666666666667	0.576029375951149	0.63956485111611	1	no
ENSMUST00000167922	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000168057	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000168234	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000168243	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000168250	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000168379	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000168525	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000168543	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000168837	0.333333333333333	0	0.00333333333333333	0.001	-1.7369655941662	0.999999999999999	1	no
ENSMUST00000168920	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000169209	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000169472	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000169600	0	0.333333333333333	0.001	0.0166666666666667	4.05889368905357	1	1	no
ENSMUST00000169764	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000169791	9.31666666666667	5.64666666666667	0.37	0.19	-0.961525852185364	0.444056182040805	1	no
ENSMUST00000170026	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000170074	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000170085	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000170101	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000170177	0.393333333333333	0	0.02	0.001	-4.32192809488736	0.999999999999999	1	no
ENSMUST00000170214	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000170215	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000170849	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000170881	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000170929	0	0.666666666666667	0.001	0.02	4.32192809488736	0.684386786027439	1	no
ENSMUST00000170933	18.12	22.9966666666667	0.19	0.25	0.395928676331139	0.999999999999999	1	no
ENSMUST00000171038	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000171380	0.333333333333333	0.333333333333333	0.00666666666666667	0.01	0.584962500721156	1	1	no
ENSMUST00000171420	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000171902	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000172202	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000172285	6.66666666666667	10.3333333333333	0.133333333333333	0.213333333333333	0.678071905112639	0.760672163176078	1	no
ENSMUST00000172480	0	0	0.001	0.001	0	1	1	notest
ENSMUST00000172500	0	0	0.001	0.001	0	1	1	notest
