Gene	RNA_log2FC	Meth_diff
MA_10265574g0010	-1.58013752412115	0
MA_10266495g0010	-10.1632303488683	0
MA_10266583g0010	-1.26960705975728	0
MA_10267291g0010	-1.57572922094312	0
MA_10268065g0010	10.8584991115062	0
MA_102682g0010	1.39655553157983	0
MA_102699g0010	2.5695023961757	0
MA_10270336g0010	-3.64385618977473	0
MA_102706g0010	-1.62038282474332	0
MA_102713g0010	1.31397178372928	0
MA_10271866g0010	1.95240525486088	0
MA_10271g0010	1.7272857228542	0
MA_10272508g0010	2.18626330794139	0
MA_10272714g0010	2.51927459765392	0
MA_10274735g0010	-4.45567948377619	0
MA_10274g0010	-3.33664960059412	0
MA_10275578g0010	-2.01490471760116	0
MA_10276973g0020	3.4966540825935	0
MA_102795g0010	-4.24881016568335	0
MA_10279796g0010	-1.1339920236008	0
MA_10280648g0010	2.32733968736646	0
MA_10283151g0010	-3.97936023394096	0
MA_102840g0010	-4.33847927115121	0
MA_10285551g0010	-1.4329594072761	0
MA_10285571g0010	-2.54314232502653	0
MA_10288325g0010	-1.11957184559931	0
MA_10289324g0010	-1.27509117211233	0
MA_10289567g0010	-1.81190053154419	0
MA_102913g0010	-1.73421123214419	48.56512803588305
MA_10293595g0010	-1.43251168766213	0
MA_10294942g0010	1.15266388374751	0
MA_10295875g0010	4.49597761018086	0
MA_10296064g0010	1.20197247340387	0
MA_102961g0010	3.30431255197039	0
MA_10296869g0010	-1.03126534421098	0
MA_10297274g0010	-2.48100364013606	0
MA_10297972g0010	-1.14793532056873	0
MA_10298g0010	-10.5248681535576	0
MA_10301265g0010	1.41798392343535	28.402023878052102
MA_103031g0010	-1.04969983815038	0
MA_10304951g0010	1.76167210673057	32.2210587187222
MA_10305417g0010	-11.599602951725	0
MA_10305558g0010	11.3663222142458	0
MA_10305755g0020	-1.39514740235362	0
MA_103063g0010	1.13951311103819	0
MA_10306785g0030	-1.39514740235362	0
MA_10307382g0050	-2.66729093812522	0
MA_10307468g0010	-11.4817994316658	0
MA_10307725g0010	-1.47210916103126	0
MA_10309429g0010	1.14909674417939	0
MA_10310271g0010	-2.2585189247113	43.5658866441035
MA_10310758g0010	-1.92964400571244	0
MA_10311407g0030	-1.64177577588965	0
MA_10311708g0010	3.77034854809603	0
MA_10312128g0010	-4.11555603383346	0
MA_10312144g0010	13.1394447663812	0
MA_10312709g0010	-3.27770409463067	26.8824082378916
MA_10313519g0010	3.15634202916939	0
MA_103143g0010	-9.33687843635334	0
MA_10318273g0010	-1.99710961647245	0
MA_10318651g0010	-5.33730332077428	28.2472989195678
MA_10319425g0010	1.40062273413589	36.7694805194805
MA_10320934g0010	-2.7314060688243	0
MA_103215g0010	-2.34537392116848	0
MA_10323571g0020	-13.082370840884	0
MA_10323826g0010	-2.60710147799041	0
MA_10324896g0010	1.63245573272705	69.54511124158445
MA_10325523g0010	-3.82200169802201	26.8138314294535
MA_103261g0010	-2.0914230277636	0
MA_10331044g0010	4.27702487032431	31.1938442694492
MA_103312g0010	-1.32252289804602	0
MA_10332164g0010	-1.68918386023287	0
MA_10333105g0010	-2.31275977961377	0
MA_10333153g0010	2.29511055528783	0
MA_10333305g0010	-3.05754377456838	0
MA_103341g0010	1.84842317189736	0
MA_103352g0010	-4.76250068627335	0
MA_10336183g0010	-2.16115479181458	0
MA_10336239g0010	-2.96317576908997	0
MA_10336774g0010	-2.50597420457432	0
MA_10337581g0010	-3.10572719452561	0
MA_10338313g0020	-2.9394764736248	0
MA_10338837g0010	6.57516103342539	0
MA_10339776g0010	-5.74595437739346	0
MA_10339961g0010	-2.71053800891018	0
MA_10341893g0010	-2.72613856368185	32.429085294111154
MA_103421g0030	1.19949822387644	0
MA_10342g0010	1.55237579834594	0
MA_10343755g0010	-9.1963972128035	0
MA_10344118g0010	-10.8481012644009	0
MA_10345692g0010	-11.4477720278656	0
MA_10346363g0010	-3.12991702927813	0
MA_10350490g0010	1.20681307151367	0
MA_103506g0010	-4.90770544739007	0
MA_103506g0020	-4.09099453222059	0
MA_10352495g0010	1.9220578768226	0
MA_10353203g0010	1.86228797924257	0
MA_10353878g0010	-2.54571383668529	40.40630591427617
MA_103548g0010	-1.05913106961479	0
MA_103584g0010	2.44776948676645	0
MA_10358510g0010	11.8097681287104	25.3956847297633
MA_10358510g0020	6.12869404161901	8.680265787900467
MA_10358593g0010	2.17043058933635	0
MA_10358697g0010	-1.68918386023287	0
MA_10359605g0010	-2.71926359243274	0
MA_10359884g0010	13.1922928144708	29.9758011639775
MA_10359958g0010	-2.24309951670649	0
MA_10360661g0030	-1.02328883365982	36.3797972170438
MA_10361735g0010	-9.60733031374961	0
MA_103636g0020	3.32684358530148	0
MA_10364181g0020	2.45736704396497	0
MA_10364866g0010	1.17676474692278	0
MA_10366239g0010	1.17792887795413	0
MA_10367104g0010	-1.64842383973292	30.9848088004191
MA_10370994g0010	-2.2234527587654	0
MA_10374232g0010	-1.84931613400045	0
MA_10375504g0010	-4.82737722548942	46.875
MA_10375590g0010	-2.81204026866301	0
MA_10375806g0010	4.56424979207086	0
MA_103763g0010	-1.4831880044136	0
MA_10380599g0010	3.72796167658076	0
MA_10382669g0010	2.21595143271981	0
MA_10382711g0010	2.10768661610519	0
MA_10383287g0010	-2.86414567464738	35.4935705466277
MA_10383303g0010	-2.28470931503024	25.9259259259259
MA_10385263g0010	1.46352437327118	0
MA_10385375g0010	3.19405514651156	0
MA_10385961g0010	3.96962635095648	0
MA_10387708g0010	-1.01557864736581	47.203595716621464
MA_10388060g0010	1.02675506105082	0
MA_10390447g0020	-2.71818547721193	0
MA_10392111g0010	7.87711027356548	0
MA_10394370g0010	-11.103287808412	0
MA_10394525g0010	1.39397588375101	37.947880192240305
MA_10396441g0010	-1.93038074970338	0
MA_10396518g0010	-1.01126296485283	0
MA_104065g0020	2.90033550864098	0
MA_10407g0010	2.32192809488736	0
MA_104110g0010	-2.17808045018586	0
MA_104140g0010	4.7948639778744	0
MA_104182g0010	-1.02231683814402	0
MA_104187g0010	-1.40069895754828	0
MA_104187g0020	-1.30705481840583	0
MA_10419207g0010	1.13590458988041	0
MA_104192g0010	-1.23678351364207	0
MA_10424g0010	-9.34429590791582	0
MA_10425771g0010	-1.15139932903327	0
MA_10425790g0010	9.81911463552008	0
MA_10425791g0020	-1.13090864346813	0
MA_10425793g0010	-1.96642447274102	0
MA_10425794g0010	4.29834127456975	0
MA_10425810g0010	-1.13753047389267	0
MA_10425814g0010	4.48766529936624	0
MA_10425825g0010	-1.37839565564458	0
MA_10425836g0010	-1.12397069377394	0
MA_10425860g0010	1.49571915276393	0
MA_10425878g0010	-1.36576400373744	0
MA_10425878g0020	-1.23071668556107	45.7516339869281
MA_10425884g0010	2.68477373439915	0
MA_10425895g0010	-1.16020389547384	0
MA_10425916g0010	-1.16805151961513	0
MA_10425925g0010	-10.2045711442492	0
MA_10425953g0010	-2.03891998430964	0
MA_10425958g0010	2.26040574727318	29.1666666666667
MA_10425962g0010	-1.6669663883034	0
MA_10425967g0010	-2.83518913025433	0
MA_10425977g0010	-1.41576742342337	0
MA_10425977g0020	-1.28950661719498	0
MA_10425982g0010	11.2248056279893	0
MA_10425986g0010	6.06877827798541	0
MA_10425996g0010	-1.26505888613919	0
MA_10426003g0020	-1.84221580643684	0
MA_10426014g0010	2.35090716185913	0
MA_10426016g0010	-1.40054805415023	41.229671441019
MA_10426020g0010	-1.28975382333693	0
MA_10426030g0010	-12.5133986266109	0
MA_10426038g0010	1.98707382555573	0
MA_10426048g0010	3.51784830486262	27.9503105590062
MA_10426048g0020	2.29023709571231	31.1613024656503
MA_10426052g0010	1.66858693177207	0
MA_10426084g0030	2.08846372586326	0
MA_10426096g0020	-1.03771534079865	0
MA_10426104g0010	1.72547457719155	0
MA_10426119g0010	-1.11098193838689	0
MA_10426147g0010	-1.60030502434077	0
MA_10426152g0010	1.55471867633415	0
MA_10426153g0010	5.3972162221916	0
MA_10426166g0010	-1.56941735609653	0
MA_10426168g0010	-2.58137306745451	0
MA_10426186g0010	-1.89577631109804	0
MA_10426188g0010	-1.72149737544608	35.14755914522096
MA_10426188g0020	-2.02831655742402	0
MA_10426189g0020	4.08017034868398	0
MA_10426199g0010	-1.01765469229696	0
MA_10426207g0010	-3.05889368905357	0
MA_10426212g0040	-10.2126990251326	33.1540052461663
MA_10426224g0010	-1.93978247716589	0
MA_10426238g0010	-1.19969983547635	0
MA_10426239g0010	-2.13561887940499	0
MA_10426244g0010	1.25129404516974	0
MA_10426257g0010	-2.44093071352779	0
MA_10426262g0010	1.36983540170669	0
MA_10426294g0010	-1.01726256290794	0
MA_10426308g0010	1.4593309789525	0
MA_10426312g0010	-1.0649282752565	0
MA_10426323g0010	-4.76355980417792	0
MA_10426326g0020	4.01403605968686	0
MA_10426345g0010	4.96859592805653	0
MA_10426350g0010	-1.11778625280658	0
MA_10426355g0010	1.08334397169785	0
MA_10426356g0010	-1.58541546620083	0
MA_10426357g0010	-7.44879085116867	0
MA_10426366g0010	2.96347412397489	0
MA_10426373g0010	-3.42220170272466	0
MA_10426373g0020	-3.57656983574456	0
MA_10426389g0010	-3.25347279268927	0
MA_10426389g0020	-1.85120921164703	0
MA_10426390g0020	-1.31502864061914	0
MA_10426424g0010	1.63107765819461	0
MA_10426426g0010	-1.29557723253602	87.0337775542704
MA_10426436g0020	1.91554821650284	0
MA_10426441g0010	3.50703950014435	0
MA_10426467g0010	1.34968345021961	0
MA_10426467g0020	2.58591257980777	0
MA_10426470g0010	-11.5281284827212	33.3949129830821
MA_10426471g0010	-1.27988530683402	0
MA_10426491g0010	-1.23625036517398	0
MA_10426515g0010	10.1505935231904	0
MA_10426515g0020	8.87682387030637	0
MA_10426517g0010	-1.68510475779658	0
MA_10426519g0010	-1.12397266869637	26.8847795163585
MA_10426531g0010	-2.25568173954672	0
MA_10426553g0010	-2.90532159595317	0
MA_10426564g0010	2.1350446113168	0
MA_10426564g0020	1.58049844851258	0
MA_10426568g0010	1.08819287780825	0
MA_10426580g0010	-3.61234619052404	0
MA_10426581g0010	1.14876276088615	0
MA_10426598g0020	-2.01212355908249	0
MA_10426599g0010	1.04334020041488	0
MA_10426635g0010	3.38574319248481	28.6588759042849
MA_10426660g0010	-1.95862956558014	0
MA_10426674g0010	-1.0780911105852	0
MA_10426680g0010	-1.48874718546186	0
MA_10426687g0020	-1.03332171069564	0
MA_10426692g0010	-1.95852885873855	0
MA_10426692g0030	-3.36297346119662	0
MA_10426701g0030	-2.89812038598078	0
MA_10426703g0010	-3.53288184348896	0
MA_10426713g0010	-1.31456646634204	0
MA_10426725g0020	-1.26173526568217	0
MA_10426747g0020	-1.1389744229652	0
MA_10426753g0010	-1.73650013359082	0
MA_10426757g0010	-3.42066204847272	0
MA_10426772g0010	-1.63826072688121	0
MA_10426781g0010	-1.91450419606552	0
MA_10426787g0010	1.50468169802794	0
MA_10426793g0010	1.40375290548237	0
MA_10426796g0010	2.13979887664078	0
MA_10426812g0010	1.34192324972938	0
MA_10426814g0020	-1.13365168802994	37.9310344827586
MA_10426822g0020	-5.88264304936184	0
MA_10426832g0010	11.7313190310251	27.8409090909091
MA_10426833g0010	-2.63669784821876	0
MA_10426834g0010	-11.4682846251913	0
MA_10426850g0010	-1.60649505125695	0
MA_10426867g0010	9.28273204404692	59.1665091665092
MA_10426867g0020	13.2877123795495	0
MA_10426877g0010	-1.2336884742597	0
MA_10426884g0010	-1.34036724355119	0
MA_10426891g0010	1.68140761767589	0
MA_10426905g0010	-4.00998408857262	0
MA_10426909g0020	-4.43717165856302	0
MA_10426913g0010	1.74074671306647	0
MA_10426917g0010	2.38773571570603	0
MA_10426926g0010	-1.29919198568119	0
MA_10426940g0010	1.60073285562043	0
MA_10426950g0010	-1.44634792952248	0
MA_10426985g0010	-1.66528649441845	0
MA_10426989g0010	-1.18566942864202	0
MA_10427015g0010	-1.08383159080347	0
MA_10427017g0010	-1.50431448102713	0
MA_10427035g0010	-3.274617692983	0
MA_10427043g0020	1.77272580835288	0
MA_10427061g0010	2.01115778988452	0
MA_10427062g0010	1.50042899050949	0
MA_10427065g0030	-4.6334832628295	0
MA_10427076g0010	-1.25276607037997	0
MA_10427089g0010	1.59668313051031	0
MA_10427090g0010	-3.05153030064008	0
MA_10427094g0010	2.48153291106575	0
MA_10427096g0010	-2.74009848365117	0
MA_10427131g0010	-2.49577604478145	0
MA_10427140g0010	2.40763405135688	0
MA_10427170g0020	2.39973336920415	0
MA_10427177g0010	-2.08496466739514	0
MA_10427200g0010	1.2831994678609	0
MA_10427204g0010	-1.62286129656769	0
MA_10427207g0010	-1.94975977739882	0
MA_10427209g0020	1.90007155330111	0
MA_10427210g0030	2.88752527074159	0
MA_10427211g0020	1.87371080250268	0
MA_10427224g0010	2.53332912024759	0
MA_10427227g0050	-1.3361820785676	0
MA_10427251g0010	1.04755180429253	0
MA_10427276g0010	11.3571854196737	0
MA_10427286g0010	-1.60687136524105	0
MA_10427294g0010	3.65908575509906	0
MA_10427300g0010	-1.02853792874846	0
MA_10427303g0010	-1.04913385276661	0
MA_10427341g0010	-2.52750434665907	0
MA_10427345g0010	-4.76734529639521	0
MA_10427346g0010	1.22953715816002	0
MA_10427348g0010	-1.44394854355874	0
MA_10427367g0010	6.06730751146548	0
MA_10427376g0010	6.07968365133682	0
MA_10427412g0010	-4.90000421002328	0
MA_10427425g0030	-1.79244438020574	0
MA_10427427g0010	1.3808614746053	0
MA_10427436g0010	-1.11199555307443	0
MA_10427457g0010	2.52026913123202	0
MA_10427480g0010	-1.60679830196163	0
MA_10427496g0010	-1.5199091141278	0
MA_10427496g0020	-1.9031866268451	0
MA_10427502g0010	-1.00983468018908	0
MA_10427506g0010	1.50695998871989	0
MA_10427506g0020	3.15687287544866	33.1192660550459
MA_10427514g0010	-3.1682249365854	0
MA_10427520g0010	2.02837447561645	0
MA_10427536g0010	1.0369364518589	72.027972027972
MA_10427543g0010	3.09953567355091	0
MA_10427544g0020	2.74394412447689	0
MA_10427550g0010	-1.07339643605016	45.3463203463203
MA_10427553g0010	1.65891525722725	0
MA_10427561g0010	-1.00892480342077	0
MA_10427568g0010	-1.38310360272139	0
MA_10427577g0010	1.05348361704884	0
MA_10427606g0010	-1.38433956408233	0
MA_10427615g0010	-2.66355350754637	0
MA_10427616g0010	1.84140902202937	0
MA_10427625g0010	1.30498935415873	0
MA_10427635g0010	-1.72800911848732	0
MA_10427644g0030	-1.34773829467029	31.272010722910302
MA_10427672g0010	-9.36632221424582	0
MA_10427673g0010	-2.39342505818126	0
MA_10427673g0020	-3.32535900028763	0
MA_10427676g0020	2.83457639079263	0
MA_10427682g0010	-1.0833283835989	0
MA_10427707g0010	-1.73964013041896	0
MA_10427709g0010	-1.82415016460058	0
MA_10427711g0010	8.92679015304623	0
MA_10427716g0010	3.26614031670161	0
MA_10427716g0020	2.43071841718006	0
MA_10427724g0030	-4.82120370306782	0
MA_10427724g0050	-4.28786625881373	0
MA_10427743g0010	3.23703919730085	0
MA_10427743g0020	1.46495271003293	0
MA_10427750g0010	1.83360290377386	0
MA_10427759g0010	1.84044966602534	0
MA_10427774g0050	-1.16304832447009	0
MA_10427783g0010	-1.60299642355142	0
MA_10427823g0010	-1.11185028248495	0
MA_10427828g0010	-3.24543111121813	0
MA_10427836g0010	-2.83794324189103	0
MA_10427866g0010	2.12489945963266	0
MA_10427872g0010	-1.54752253016245	0
MA_10427879g0010	-3.16272012577087	0
MA_10427883g0010	-1.69396626430632	0
MA_10427890g0010	8.90689059560852	0
MA_10427891g0010	-4.07361348364024	0
MA_10427893g0010	2.88889932560538	0
MA_10427910g0010	-2.20328359838874	0
MA_10427924g0010	3.27255348391379	0
MA_10427927g0010	-1.71374013114497	0
MA_10427932g0010	-1.38015520364739	0
MA_10427944g0010	1.50078271843075	0
MA_10427953g0010	1.72777330835053	0
MA_10427976g0010	-10.8297227350861	0
MA_10427982g0010	-1.16221298209586	0
MA_10427990g0010	-1.21364030130822	0
MA_10427996g0020	-2.20734115521298	0
MA_10428004g0010	-5.0580101358724	0
MA_10428014g0010	3.21219072841933	0
MA_10428025g0010	-1.23192534449405	0
MA_10428036g0010	-1.26240454551342	0
MA_10428063g0020	1.4712122347175	0
MA_10428063g0030	1.26991326051235	0
MA_10428067g0010	2.12545654312161	0
MA_10428073g0010	-1.00979506858665	0
MA_10428080g0010	1.06584870302437	0
MA_10428089g0010	2.15820004185677	0
MA_10428090g0010	4.7004397181411	0
MA_10428099g0010	9.9259537860329	31.41440078890215
MA_10428107g0010	1.29756610201876	0
MA_10428122g0010	-1.25039699908485	0
MA_10428128g0010	-1.47381956350812	0
MA_10428138g0010	1.7294515405089	0
MA_10428139g0010	-1.43142223242874	0
MA_10428143g0020	-10.0407463423433	0
MA_10428144g0010	1.08687201670824	0
MA_10428150g0010	1.00212317189297	0
MA_10428163g0010	-1.94689934696535	0
MA_10428173g0010	-1.32100888807647	0
MA_10428181g0010	-1.25610592910354	0
MA_10428182g0010	-1.01359303118923	0
MA_10428193g0010	2.83880773510029	0
MA_10428196g0010	1.70400448862355	0
MA_10428219g0010	1.11459022382244	0
MA_10428225g0010	-1.23463635561091	0
MA_10428244g0010	-1.39844825891246	0
MA_10428266g0010	-3.6508341721373	0
MA_10428293g0010	-1.1595611067833	0
MA_10428302g0020	6.31938987600021	0
MA_10428306g0010	-1.02191860348152	0
MA_10428315g0010	2.11399800417569	0
MA_10428326g0010	-1.1811611207985	0
MA_10428345g0020	1.30663190779085	0
MA_10428363g0010	1.68988566424234	0
MA_10428363g0020	2.09803208296052	0
MA_10428368g0020	1.67364765420329	0
MA_10428373g0010	-1.05789756559067	46.2937278471259
MA_10428374g0020	-11.0566377151132	0
MA_10428383g0010	2.80204626771347	0
MA_10428386g0010	2.72808744281975	21.42857142857145
MA_10428394g0010	3.61960864352805	0
MA_10428395g0010	-1.60228100234224	0
MA_10428404g0010	6.67976157351685	0
MA_10428408g0010	-1.03835689021572	0
MA_10428415g0010	-3.55290381799173	0
MA_10428431g0010	-1.48437222548521	0
MA_10428436g0020	1.10326160047949	0
MA_10428438g0010	-1.46356739320651	0
