Gene	RNA_log2FC	Meth_diff
MA_10434197g0020	-3.58094943821453	0
MA_10434201g0010	-2.83801909535937	0
MA_10434213g0010	2.10771185971669	0
MA_10434216g0010	-1.00991255740873	0
MA_10434239g0010	2.01991667403958	0
MA_10434249g0010	-5.28265945179871	0
MA_10434250g0010	-1.37165875803696	0
MA_10434253g0040	1.42752945427331	0
MA_10434257g0010	-2.79495692149145	0
MA_10434266g0020	-3.01847266007148	0
MA_10434269g0010	1.70723610579831	0
MA_10434280g0010	1.99816334152038	0
MA_10434291g0010	1.43868205314607	0
MA_10434292g0010	-1.23592946031908	0
MA_10434304g0010	-1.33257533908687	0
MA_10434313g0010	-3.85151771053432	0
MA_10434336g0010	-3.58921949714387	0
MA_10434336g0020	-1.20495013068216	0
MA_10434370g0010	3.65138705347173	0
MA_10434370g0040	4.113626421732	0
MA_10434385g0020	1.93191682704262	0
MA_10434385g0030	2.46520396659345	0
MA_10434398g0010	-1.34768326098484	0
MA_10434410g0010	-1.48119166341474	0
MA_10434414g0010	-1.27259346045657	0
MA_10434427g0010	-6.0172367049253	0
MA_10434448g0010	2.1187722496496	0
MA_10434451g0010	1.29137903152776	0
MA_10434455g0010	1.16816331517261	0
MA_10434457g0010	-5.87212517744784	0
MA_10434458g0010	1.21116298117515	0
MA_10434460g0010	3.30407731569261	0
MA_10434464g0010	1.23191792915477	0
MA_10434470g0010	-1.10699297513784	0
MA_10434490g0010	1.69485123106418	0
MA_10434495g0020	10.5690418290252	0
MA_10434505g0010	3.77258950389693	0
MA_10434542g0010	4.34826224270082	0
MA_10434560g0010	-1.41191410546115	0
MA_10434576g0010	-3.91270792220384	0
MA_10434579g0010	-1.44277501153876	0
MA_10434580g0010	1.15071122140538	0
MA_10434593g0010	-1.19499538262873	0
MA_10434618g0010	1.18948363480803	0
MA_10434624g0020	-2.75563713192744	0
MA_10434666g0010	4.05585323473351	0
MA_10434670g0010	1.30410404400744	0
MA_10434677g0010	-2.50845411636043	0
MA_10434679g0010	-1.18219675029832	0
MA_10434684g0010	-2.01417295536882	0
MA_10434692g0010	-2.53437771297623	0
MA_10434706g0010	-1.51457317282976	35.3097081596188
MA_10434709g0010	2.88264304936184	0
MA_10434738g0010	1.84473762962049	0
MA_10434741g0010	11.159030360339	0
MA_10434745g0010	10.816450377993	64.14868394740824
MA_10434773g0020	-1.10288299533302	0
MA_10434796g0020	1.73980554595117	0
MA_10434803g0010	1.54056838136271	0
MA_10434848g0010	1.9936560482921	0
MA_10434850g0010	-1.44258548934295	0
MA_10434857g0010	3.40122392391016	0
MA_10434868g0010	-1.31495598842064	0
MA_10434874g0010	5.22866079457355	0
MA_10434904g0010	1.50445379740221	0
MA_10434906g0020	-1.13295312374555	0
MA_10434912g0010	2.56000343480485	0
MA_10434912g0020	2.27388092048025	0
MA_10434915g0010	2.70059194130567	25.531914893617
MA_10434948g0010	-10.314394422202	0
MA_10434951g0010	-1.54797667184768	0
MA_10434953g0010	-2.9933289332068	0
MA_10434954g0010	-1.48043191724985	0
MA_10434955g0010	1.20739970686097	0
MA_10434966g0010	-1.11143842431243	0
MA_10434979g0010	1.19010288337994	0
MA_10434995g0010	4.57288966842058	0
MA_10435013g0010	1.77017737318807	0
MA_10435020g0010	-1.48638430076114	0
MA_10435025g0010	2.83135709113882	0
MA_10435034g0020	-2.27401978655133	0
MA_10435039g0010	1.56530025374412	0
MA_10435047g0010	2.58849419169141	0
MA_10435080g0010	-1.43962655925365	0
MA_10435081g0010	3.23730413074038	0
MA_10435085g0020	11.2953863074349	0
MA_10435086g0010	-1.25144238331441	0
MA_10435096g0020	-2.06690665863012	0
MA_10435103g0010	-9.54432051622381	0
MA_10435129g0010	1.94509165889761	0
MA_10435134g0010	1.12970721097269	0
MA_10435145g0010	1.94488832795298	0
MA_10435148g0010	9.60574067156466	0
MA_10435150g0010	-1.64192636126949	0
MA_10435152g0020	-1.04120864427381	0
MA_10435173g0010	-1.07539306966041	0
MA_10435175g0010	-1.16785677716409	0
MA_10435193g0010	1.47261510665916	0
MA_10435201g0010	-1.70364768867054	0
MA_10435213g0020	3.45315265163515	28.1553398058252
MA_10435233g0020	4.1963972128035	40.48611984831313
MA_10435234g0010	-5.48669139121389	0
MA_10435242g0010	-1.2102549536092	0
MA_10435243g0010	-1.17826005120093	0
MA_10435245g0010	-1.07929195798267	0
MA_10435256g0010	-1.6288358437632	0
MA_10435268g0010	-1.55279951648202	0
MA_10435289g0010	-2.16720550008872	0
MA_10435291g0010	-2.62772482035196	0
MA_10435293g0010	-1.68137568608747	0
MA_10435300g0010	2.15796762630965	0
MA_10435304g0010	-1.07803034034652	0
MA_10435309g0010	9.04497950992882	0
MA_10435335g0010	-2.91159759828605	0
MA_10435354g0010	2.58007366161086	0
MA_10435358g0010	1.61660064183663	0
MA_10435380g0010	2.69124729386037	0
MA_10435413g0010	11.5980525001616	0
MA_10435417g0020	2.37489810842563	0
MA_10435420g0040	2.44748268971259	0
MA_10435423g0010	-2.08911592287597	0
MA_10435424g0020	-1.16724297150534	0
MA_10435425g0020	5.03055376881521	0
MA_10435442g0010	-1.65852278546035	0
MA_10435445g0010	-1.82180950348423	0
MA_10435450g0010	-1.12642780162838	0
MA_10435450g0020	-1.63389303470338	0
MA_10435453g0010	5.42285377594	0
MA_10435456g0030	-1.76172169325178	0
MA_10435458g0010	1.51660802363003	0
MA_10435462g0010	-2.98221363539072	0
MA_10435467g0010	-1.67383761560074	0
MA_10435473g0040	-1.05307575669734	0
MA_10435481g0010	-1.25414249060524	0
MA_10435482g0010	-1.04774418958429	0
MA_10435484g0010	-1.60765009542905	0
MA_10435489g0010	1.08022139626175	0
MA_10435490g0010	1.09397373997046	0
MA_10435491g0030	-1.18457749890191	0
MA_10435499g0010	-1.17267962862782	0
MA_10435501g0020	2.49437826909666	0
MA_10435501g0030	2.82047621073145	0
MA_10435502g0010	-1.06284721565373	43.2672178867831
MA_10435508g0010	10.57931593758	0
MA_10435521g0020	-8.16108148227718	0
MA_10435536g0010	-3.10839773228067	59.966367662072045
MA_10435537g0020	2.53241863652758	0
MA_10435545g0020	-1.91896285795538	0
MA_10435548g0010	-1.06463877620591	0
MA_10435562g0010	-1.56994992986614	0
MA_10435568g0020	4.56717318727763	0
MA_10435571g0010	-1.25316571393003	0
MA_10435577g0010	-1.00470106541657	0
MA_10435583g0010	1.16621125195392	0
MA_10435595g0030	2.78138799750331	0
MA_10435600g0010	-4.31287476465476	0
MA_10435604g0010	10.3219280948874	0
MA_10435612g0010	-2.41863680141834	0
MA_10435626g0040	1.61022092757037	0
MA_10435633g0010	-1.27690476113118	30.891306574814365
MA_10435640g0010	-1.25777229042838	0
MA_10435644g0010	1.18917314118225	0
MA_10435654g0010	2.10224690756742	0
MA_10435667g0010	-1.05609724032236	48.14338443190115
MA_10435680g0010	1.27751413089392	0
MA_10435687g0010	1.28438910900313	0
MA_10435688g0010	-1.16830151099389	0
MA_10435690g0010	2.01623316037642	0
MA_10435693g0020	-1.93898071724106	0
MA_10435695g0010	1.08815488090523	0
MA_10435706g0010	-4.36061460922259	0
MA_10435707g0040	2.50978811026438	0
MA_10435713g0020	-1.34487283058378	0
MA_10435715g0010	10.2838600540538	0
MA_10435738g0010	-2.47861051954882	0
MA_10435742g0010	-2.20054493194283	0
MA_10435743g0020	-2.77038859570365	0
MA_10435754g0010	4.75488750216347	0
MA_10435769g0010	3.78616959216698	0
MA_10435772g0010	-1.22862437504796	5.513758144871631
MA_10435778g0010	1.26679805650587	0
MA_10435779g0020	1.27719210794878	32.0397111913357
MA_10435789g0010	-2.66749111852379	0
MA_10435790g0010	-1.18832237682865	0
MA_10435795g0010	-2.25690830303695	0
MA_10435799g0010	1.06285799927479	0
MA_10435805g0010	1.01020022609581	90.5604719764012
MA_10435809g0020	-1.10735839824815	0
MA_10435814g0020	-1.0529033679876	0
MA_10435823g0020	-10.159030360339	0
MA_10435826g0010	3.36119490528298	0
MA_10435835g0010	2.96347412397489	0
MA_10435847g0010	3.13591610927741	0
MA_10435849g0010	1.6133411478284	0
MA_10435849g0020	1.75865216686385	0
MA_10435850g0010	5.74260595622943	0
MA_10435850g0020	-3.05604612989248	0
MA_10435852g0010	2.10051899407578	0
MA_10435854g0010	-2.68624583655834	0
MA_10435862g0010	-2.17224631335244	0
MA_10435864g0010	1.33537560207955	0
MA_10435867g0010	2.63977005906981	0
MA_10435876g0010	-3.19475685442225	0
MA_10435878g0010	-5.0320612092323	0
MA_10435895g0010	-4.76435559219771	0
MA_10435895g0020	-2.99618257915029	0
MA_10435895g0030	-2.79323381381295	0
MA_10435902g0020	-11.9464189597952	0
MA_10435902g0030	-10.272240970787	0
MA_10435908g0010	11.2934716488381	0
MA_10435916g0010	-1.66250474950561	0
MA_10435917g0020	1.24215709870153	0
MA_10435926g0010	10.8507077602154	0
MA_10435928g0010	-1.3132240260065	0
MA_10435931g0010	1.13855277472204	0
MA_10435937g0010	-1.17735338511118	0
MA_10435943g0010	-1.21260763668393	0
MA_10435949g0010	1.38034234235436	0
MA_10435958g0010	2.31837930062285	0
MA_10435958g0030	1.8309058048236	30.6724967798793
MA_10435970g0030	-1.79572269024099	0
MA_10435970g0040	-1.8036027871965	0
MA_10435977g0020	-1.04692468137547	0
MA_10435992g0010	1.01303383151118	0
MA_10436000g0010	-1.20626374535213	0
MA_10436001g0020	1.03902050002997	0
MA_10436004g0020	1.62977029607983	0
MA_10436010g0010	1.12322019281602	0
MA_10436014g0010	-5.55285848260557	0
MA_10436015g0010	-2.09974750749019	0
MA_10436016g0010	1.13952687933257	0
MA_10436030g0020	2.54174197212203	0
MA_10436035g0010	-1.02381677296182	0
MA_10436055g0020	-1.04059411089176	0
MA_10436059g0010	1.58180676842194	0
MA_10436074g0010	-1.26408075777172	0
MA_10436081g0010	-1.4635673932065	0
MA_10436082g0010	1.12792144759639	0
MA_10436091g0010	-1.22357641405032	0
MA_10436108g0010	-5.19770815795585	0
MA_10436118g0010	-4.53977919169849	0
MA_10436131g0010	-1.09922613215813	0
MA_10436133g0010	-1.0903690741495	0
MA_10436138g0010	-1.0700440616361	0
MA_10436141g0010	1.36061089383033	0
MA_10436149g0010	-1.23362334393697	0
MA_10436159g0020	-1.54456014666052	0
MA_10436160g0020	-1.21970428407801	0
MA_10436163g0010	1.14473638166865	0
MA_10436166g0010	1.1877036803438	0
MA_10436179g0010	2.74934931862204	0
MA_10436182g0020	1.23425751275246	0
MA_10436185g0010	2.40917049224684	34.15261493279895
MA_10436189g0010	-1.12579982761958	0
MA_10436193g0010	1.31063940143227	0
MA_104361g0010	10.7056323873614	0
MA_10436213g0010	2.85076672073147	0
MA_10436217g0010	-2.26449981483829	0
MA_10436223g0010	1.9273689575002	0
MA_10436234g0010	1.05662391227772	0
MA_10436236g0020	-1.30618883856442	0
MA_10436239g0010	1.18585591227976	0
MA_10436239g0020	1.35734637435901	0
MA_10436245g0010	-2.3609171105543	0
MA_10436279g0020	-1.47145529419707	0
MA_10436287g0020	2.10180228052286	0
MA_10436289g0010	-1.00356501258567	0
MA_10436298g0010	-1.07478037446902	0
MA_10436302g0010	-1.22193056493974	0
MA_10436303g0010	3.86938229187034	0
MA_10436305g0010	-1.09765544206549	0
MA_10436313g0010	1.78838655831204	0
MA_10436317g0020	-1.1760061954441	0
MA_10436328g0010	-1.41488670805415	0
MA_10436332g0010	2.22464927755091	0
MA_10436333g0010	-2.84513157286057	0
MA_10436342g0010	2.80882107568063	0
MA_10436345g0010	-6.51175265376738	0
MA_10436349g0010	-2.4003300634295	0
MA_10436356g0010	4.80834544392342	0
MA_10436356g0020	5.18474821641211	0
MA_10436357g0010	-1.7447850986255	0
MA_10436358g0010	-2.02685946006594	0
MA_10436359g0010	-1.79917147976877	0
MA_10436360g0010	1.84818128831006	0
MA_10436382g0010	-1.10679818594712	0
MA_10436384g0010	-1.74527663568511	0
MA_10436390g0010	5.3171406799241	0
MA_10436401g0020	-1.15628073078056	0
MA_10436402g0020	-2.30349084663069	30.716049382716
MA_10436407g0010	-1.12553088208385	0
MA_10436418g0010	2.42400499769644	0
MA_10436419g0010	-1.8433914586255	0
MA_10436423g0020	-1.90862252263631	0
MA_10436423g0030	-1.63191737975648	0
MA_10436428g0010	-1.39592867633114	0
MA_10436435g0010	1.19612819309585	0
MA_10436437g0020	-2.2522889097866	0
MA_10436443g0010	-1.22635043490513	0
MA_10436448g0020	-4.28475308722435	36.46975084265435
MA_10436454g0010	-1.07462317977	0
MA_10436476g0010	-1.08518266566753	0
MA_10436478g0010	-1.07859909840112	34.7826086956522
MA_10436482g0010	-1.46174424810534	0
MA_10436483g0010	-2.88031988659993	0
MA_10436490g0010	-1.06215493947512	0
MA_10436494g0010	-1.42374543116419	0
MA_10436500g0010	-1.43670977938336	0
MA_10436506g0020	-1.10341830409669	0
MA_10436515g0020	-3.0	0
MA_10436520g0020	1.22583922680419	0
MA_10436524g0010	-1.24363187461128	0
MA_10436526g0010	1.07702138407706	0
MA_10436528g0010	1.19641384607409	0
MA_10436549g0010	-1.35291199877616	0
MA_10436573g0010	-1.23526814988854	35.7575757575758
MA_10436580g0020	2.39208609189702	0
MA_10436587g0020	-3.97052888150884	0
MA_10436591g0010	1.43870804180058	0
MA_10436595g0020	3.16288745070238	0
MA_10436616g0010	2.29421911101932	0
MA_10436632g0010	-1.07752903151101	0
MA_10436635g0020	-1.04329275757948	0
MA_10436643g0010	1.29774828239223	0
MA_10436646g0010	-1.49046651816465	0
MA_10436648g0010	-1.24550899413881	0
MA_10436650g0010	3.84807186343349	0
MA_10436654g0010	3.67948009950545	0
MA_10436663g0010	-1.15851599390077	0
MA_10436670g0010	-1.58732951526507	0
MA_10436685g0010	1.54602281145481	0
MA_10436697g0010	-2.32001878568023	0
MA_10436701g0010	-2.04628589001536	0
MA_10436701g0020	-3.49302302582805	0
MA_10436704g0010	1.78368945975705	0
MA_10436708g0010	1.31358362602541	0
MA_10436710g0010	-1.75481105786403	46.6373685817521
MA_10436731g0010	1.34401571552668	0
MA_10436731g0020	1.34514588250206	0
MA_10436731g0030	1.39183354048649	0
MA_10436743g0010	-1.55147606760958	0
MA_10436747g0010	9.55714455658139	0
MA_10436747g0020	11.0566377151132	0
MA_10436749g0010	-1.06086452569425	0
MA_10436762g0010	-2.0821345355645	0
MA_10436778g0010	-1.04705239019015	0
MA_10436783g0020	1.16758638034198	0
MA_10436805g0010	-1.40053792958372	0
MA_10436808g0010	-1.16232832423512	0
MA_10436810g0010	-3.39037439886097	0
MA_10436810g0020	-3.02699305649241	0
MA_10436814g0010	1.45735771638341	0
MA_10436816g0010	1.10696650211131	0
MA_10436818g0010	-1.71085275384707	0
MA_10436822g0010	1.27909679298204	0
MA_10436833g0010	-4.34872815423108	0
MA_10436842g0010	-1.28218799891109	34.4307945324556
MA_10436842g0020	-1.02867772378146	0
MA_10436846g0010	-1.75488750216347	0
MA_10436867g0030	1.70379873023101	0
MA_10436878g0020	3.05191208864247	0
MA_10436881g0010	-1.90517972076718	0
MA_10436882g0010	2.4798804546636	0
MA_10436888g0010	-1.1651692329322	0
MA_10436892g0010	1.30520100848191	0
MA_10436898g0010	-3.08524728661851	0
MA_10436904g0010	-5.38896974794056	0
MA_10436904g0020	-5.67539997197561	0
MA_10436906g0010	-1.41096308619019	0
MA_10436914g0010	2.44109979586504	0
MA_10436923g0010	1.66638435204208	0
MA_10436926g0010	-1.27516362755144	0
MA_10436930g0020	-1.11042855698374	67.52400897962156
MA_10436942g0010	-1.08410912274949	0
MA_10436946g0010	1.89449006426261	0
MA_10436948g0010	-1.18183832298581	0
MA_10436948g0020	-1.55248339705601	0
MA_10436957g0010	-1.15129710124065	0
MA_10436970g0010	-1.13508762303318	0
MA_10436973g0010	2.30750102425208	0
MA_10436979g0010	1.44770078777036	0
MA_10436982g0010	1.5749728368926	0
MA_10436984g0050	-3.90331514138469	0
MA_10436986g0020	1.84276233851238	44.31948758977943
MA_10436989g0010	-1.42245898735914	0
MA_10436994g0040	-2.07940542931731	0
MA_10437002g0020	-1.61725203867766	0
MA_10437010g0010	-1.16844455488768	0
MA_10437011g0010	3.3245487950465	0
MA_10437020g0010	-1.8161747765631	0
MA_10437025g0010	9.53941015483584	0
MA_10437028g0010	4.18019333689614	0
MA_10437028g0020	1.53707283315006	0
MA_10437035g0030	-1.17838950051054	0
MA_10437038g0010	-2.02399220162055	0
MA_10437039g0030	-2.15395825303725	0
MA_10437039g0050	-1.373524220916	0
MA_10437052g0020	2.44582456528526	0
MA_10437060g0010	5.96809075204526	0
MA_10437060g0020	4.95253326116423	0
MA_10437074g0010	-1.5778556142269	0
MA_10437094g0010	-1.26412836302061	0
MA_10437096g0010	-1.28969496142148	0
MA_10437099g0020	-1.51937415909358	0
MA_10437101g0010	1.05614307803753	50.8928571428571
MA_10437104g0020	2.00885891015331	0
MA_10437108g0010	1.20945336562895	0
MA_10437110g0020	1.12797681944434	0
MA_10437114g0010	-1.71614589637716	0
MA_10437115g0010	1.62330881237064	0
MA_10437126g0010	-1.41155188501773	0
MA_10437134g0010	-1.23695617548266	0
MA_10437137g0010	2.3452247147985	0
MA_10437150g0010	-1.02535100444057	0
MA_10437163g0010	-1.51933206180755	0
MA_10437167g0010	1.15890590870254	0
MA_10437173g0020	-2.2274848905876	0
MA_10437183g0010	-1.0610771849918	0
MA_10437185g0010	1.72816206642723	0
MA_10437192g0010	-1.27258011851702	0
MA_10437204g0010	-1.62966870097737	0
MA_10437212g0010	1.23660210147814	0
MA_10437221g0010	2.75552347089358	0
MA_10437223g0020	1.47336084041398	0
MA_10437227g0010	-4.22437278546469	0
MA_10437233g0040	1.6914828243722	0
MA_10437236g0010	1.00873395014118	29.765409256616863
MA_10437241g0010	-1.18732865403036	0
MA_10437243g0010	-1.03521731950842	0
MA_10437246g0030	2.29323933607131	0
MA_10437257g0010	1.0684970399735	0
MA_10437260g0010	1.10317115341464	0
MA_10437262g0010	1.15030480597302	0
MA_10437267g0010	-2.23713027365838	0
MA_10437273g0020	1.93669741809148	0
MA_104379g0010	-1.00856201350342	0
MA_10442g0010	-1.57602937595115	0
MA_104694g0010	-1.03309078646842	0
MA_104866g0010	-5.47119918013435	0
MA_104973g0010	-1.05163158148823	0
MA_105093g0010	1.72287513450102	0
MA_10516g0010	1.06202172660738	0
MA_10530g0010	4.90060433276109	48.7068965517241
MA_105414g0010	-8.49185309632968	0
MA_105458g0010	-4.62271742271657	0
MA_105476g0010	1.51777805799513	0
MA_105489g0010	2.18112830463537	0
MA_105529g0020	1.61685263770461	0
MA_10554g0010	-1.16631040480052	0
MA_105622g0010	-1.15948621757456	0
MA_1056334g0010	-7.17873807124862	0
MA_105837g0010	2.96074819961002	0
MA_106112g0010	-1.42449782852791	0
MA_106166g0010	-1.29020640259203	0
MA_1062553g0010	-3.00856201350343	0
MA_106402g0010	-8.88671271367089	0
MA_1064989g0010	1.42103840962917	0
MA_10651g0010	2.42783437509824	0
MA_10651g0020	3.53095603316545	0
MA_106581g0010	2.77760757866355	0
MA_10667g0010	1.46978606408848	0
MA_10677g0020	-2.20744207987048	0
MA_106810g0010	-11.4040771362412	0
MA_106842g0010	2.95757696815148	0
MA_106933g0010	-1.13087010347564	0
MA_10693g0010	-1.42972569783556	0
MA_107025g0010	-1.68598413372139	0
MA_107063g0010	11.159030360339	0
MA_107074g0010	-1.42072540599098	0
MA_10716g0010	1.30702651865457	0
MA_107283g0010	-9.07681559705083	0
MA_107531g0010	4.11654390511429	0
MA_107541g0010	-1.25735445860094	0
MA_107576g0010	-2.2308902480207	0
MA_107591g0010	-1.61110576149302	0
MA_107594g0010	-1.39120169392904	0
MA_107601g0010	-7.17873807124862	0
MA_10772g0010	-3.54570307027393	0
MA_107789g0010	-1.37486209858095	0
MA_107869g0010	-1.17458372249981	0
MA_107906g0010	1.18662889757992	0
MA_108098g0010	-1.0469164509802	0
MA_10813g0010	2.24910198794898	0
MA_10824g0010	-1.16927307453776	0
MA_108306g0010	1.40375912486717	0
MA_108401g0020	-1.0338423169982	0
MA_108407g0010	-1.25778839263221	0
MA_108430g0010	4.06608919045777	0
MA_108477g0010	-1.36960026497899	0
MA_10862g0010	10.9118912766669	0
MA_1086446g0010	-2.74434127479394	0
MA_108718g0010	-8.30682120249716	0
MA_108874g0010	2.37425625178212	0
MA_108919g0010	-1.32192809488736	0
MA_109058g0010	10.5571445565814	49.167621594092196
MA_10922g0010	-3.21875934200301	0
MA_109271g0010	-1.33218239477261	0
MA_109308g0010	4.1185566103519	0
MA_109375g0010	-4.3115861506659	39.51217254832307
MA_109402g0010	1.01139380874323	0
MA_109677g0010	-1.64589918521769	0
MA_109698g0010	-4.47859119692075	0
MA_109804g0010	-1.51299357342856	0
MA_10990g0010	-3.23946593469539	0
MA_10994g0010	2.29229900033898	0
MA_110025g0010	-2.78565985095829	0
MA_11019g0010	1.43316730338439	0
MA_110299g0010	-1.78349780245808	0
MA_110313g0010	-3.24302038272318	0
MA_11057g0010	2.40862421514739	38.54987772391555
MA_110607g0010	-2.60505771762087	0
MA_110666g0010	-3.56209390865688	0
MA_110723g0010	-12.1569257720141	0
MA_11074g0010	1.45989173506311	0
MA_110963g0010	-1.421230114694	0
MA_11096g0010	-3.14597930581728	0
MA_111087g0010	-1.42877396179993	0
MA_111099g0010	-2.26946067499323	0
MA_111103g0010	-4.41127558048264	0
MA_11130g0010	1.05227977177388	0
MA_111343g0010	-2.13716074585083	0
MA_111390g0010	2.05585323473352	0
MA_111431g0010	-3.09157660235214	0
MA_111440g0010	1.08038068071025	28.5600354452814
MA_111456g0010	-1.58371772493997	0
MA_11150g0010	-2.59122925912351	0
MA_111553g0010	-1.33698705004307	0
MA_111590g0010	-3.53935190420086	0
MA_11161g0010	3.31078753728216	0
MA_11177g0010	-4.06177619758668	0
MA_111837g0010	1.24977662422138	0
MA_11189g0010	-1.81124142383765	0
MA_111912g0010	1.68857926999633	0
MA_1119638g0010	-2.60783696697374	0
MA_112054g0010	2.21348136742905	0
MA_112209g0010	2.68991545232729	0
MA_112209g0020	1.61635181379374	0
MA_112221g0010	1.17043509409724	0
MA_112233g0010	4.27844945822048	0
MA_112273g0010	1.1180326154195	0
MA_11233g0030	-1.36513660456547	55.2795031055901
MA_11233g0040	-1.06503305621498	0
MA_112580g0010	-1.91524714796415	0
MA_112604g0010	-4.97269265400426	0
MA_112625g0010	-5.58195375084882	0
MA_11273g0010	-1.42438881424337	0
MA_1127885g0010	-3.11547721741994	0
MA_11286g0010	-1.68988765535983	0
MA_112923g0010	2.17849464375224	0
MA_1129946g0010	-2.82872857285018	0
MA_11306g0010	1.58533698353725	0
MA_113071g0010	3.02596768432654	0
MA_113081g0010	-5.59328736537209	0
MA_113126g0010	1.71753162020498	0
MA_113173g0010	-2.58106332256147	0
MA_113375g0010	10.0678824722808	0
MA_113484g0010	1.2211392596275	0
MA_1134g0010	1.28148344293356	0
MA_113542g0010	-2.97562133541815	0
MA_113573g0010	4.15601517443711	0
MA_11380g0010	-1.15111539814291	0
MA_113869g0010	2.0	0
MA_1138812g0010	1.95706620399467	0
MA_114017g0010	-1.98779094230479	0
MA_114098g0010	-1.55492367433977	0
MA_114170g0010	2.73280796869255	0
MA_114175g0010	1.78113926963381	0
MA_114301g0010	-1.91227466124331	0
MA_114374g0010	2.03111505272629	0
MA_114434g0010	4.08409424317871	0
MA_114456g0010	-1.06219199715381	0
MA_114460g0010	1.54159515316394	0
MA_114488g0010	-4.0483630215614	0
MA_11456g0020	-1.53366971705154	0
MA_114573g0010	-2.04562876012835	0
MA_114708g0010	-1.51457317282976	0
MA_114779g0010	-1.05436403057305	0
MA_114934g0010	1.89439549049917	0
MA_115015g0010	-2.32513052692571	0
MA_11511g0010	-2.67991572593331	0
MA_115173g0010	2.93624320999497	0
MA_115202g0010	-2.47755097487291	0
MA_115283g0010	-1.21629201544319	0
MA_115348g0020	-4.05528243550119	0
MA_115470g0010	1.75173390949481	0
MA_115479g0010	-2.02106161552783	0
MA_115479g0020	-1.56606229537787	0
MA_11549g0010	-2.29781563877056	0
MA_11552g0010	-1.10256973364055	0
MA_115844g0010	1.46230987660204	0
MA_115863g0010	-1.0538343606633	0
MA_11604g0010	-3.26886685113595	0
MA_116104g0010	3.6244908649078	0
MA_116457g0010	2.5906090638623	0
MA_11645g0010	-2.24935946893672	0
MA_116609g0010	-1.27228501551562	33.74288617007065
MA_116648g0010	1.42530294109862	32.7784697405334
MA_116648g0020	1.32519536021335	0
MA_11669g0010	-1.07160647736738	0
MA_116719g0010	2.35228357801358	0
MA_117035g0010	-1.76909037364861	0
MA_117108g0010	-1.14914343930581	0
MA_117108g0020	-1.17383774317684	0
MA_117133g0010	-1.81033159788847	0
MA_117731g0010	-1.0734571901736	0
MA_11781g0010	3.74637735927077	0
MA_11781g0020	3.62223122161072	0
MA_117831g0010	-1.32734837067161	0
MA_11792g0020	-1.41411669240957	0
MA_118097g0010	3.16065128202899	0
MA_118247g0010	1.62444015952018	0
MA_118342g0010	-2.64150321342843	0
MA_118465g0010	-1.81923669242065	0
MA_118509g0010	-1.29924910806807	0
MA_118589g0010	1.58441921506575	0
MA_11861g0010	-9.26834705468252	0
MA_118627g0010	2.58496250072116	0
MA_118641g0010	-1.09916065534218	0
MA_118674g0010	4.75686515160391	0
MA_118743g0010	2.44399868225558	0
MA_118833g0010	4.58271356021759	0
MA_118860g0010	-1.13023367890885	0
MA_119029g0010	-3.09889255312437	0
MA_119280g0010	-9.84549005094438	0
MA_119385g0010	5.41274325807303	0
MA_119385g0020	5.94641895979515	0
MA_119424g0010	-2.04658036716396	0
MA_119453g0010	2.07199791969427	0
MA_119486g0010	-1.03724917511903	0
MA_11956g0010	-1.44983127201624	0
MA_119720g0010	2.25779775746765	0
MA_119918g0010	4.75092405175612	0
MA_11993g0010	-1.53516673638186	0
MA_12000g0010	-1.32034003027965	0
MA_120049g0010	1.77842339809317	0
MA_120068g0010	1.4546493551777	0
MA_120345g0010	-2.08106770114215	0
MA_120431g0010	-1.92689950907573	0
MA_120433g0010	-2.39322850272119	0
MA_120498g0010	2.59693514238723	0
MA_12053g0010	6.25687342120712	0
MA_120551g0010	2.72351278311733	0
MA_120562g0010	1.46935070730596	0
MA_120628g0010	11.0223678130285	66.7535570761377
MA_120753g0010	-1.71368126128359	0
MA_120806g0010	-1.72939521301256	0
MA_120821g0010	3.97438674311935	0
MA_120838g0010	4.00740659146836	0
MA_120879g0010	4.00270998921449	0
MA_120902g0010	-6.35167543828141	0
MA_121031g0010	4.28957040668677	0
MA_12106g0010	-1.77969585998479	0
MA_12107g0010	1.12120490510467	0
MA_121263g0010	1.58570965455801	0
MA_121310g0010	1.38890091191133	0
MA_121343g0010	1.85952626923777	0
MA_121405g0010	4.34902175576963	0
MA_12141g0010	-1.18045192477786	0
MA_121428g0010	-1.59713079671347	0
MA_12174g0010	-1.43899272677982	0
MA_12179g0010	1.6090166903775	0
MA_122006g0010	2.59447449342489	0
MA_12201g0010	1.28775104274197	0
MA_12209g0020	2.57533647641319	0
MA_122179g0010	1.18037160659819	0
MA_12232g0010	-9.63178335747415	0
MA_12240g0010	11.3844240206211	0
MA_122497g0010	3.7853258245644	0
MA_122523g0010	-1.74164967308902	0
MA_122599g0010	-1.19137102821608	0
MA_122661g0010	2.4761417316753	0
MA_12273g0010	-1.65937384136774	0
MA_122925g0010	1.39779994507769	0
MA_122962g0010	1.12676459562833	0
MA_122974g0020	4.55915331437155	0
MA_12302g0010	1.10934739618836	0
MA_123133g0010	-1.07894806938765	0
MA_123269g0010	2.6922637775112	0
MA_123486g0010	-4.43104981726748	0
MA_12363g0010	2.5978323009722	0
MA_123648g0010	-1.39089141194715	0
MA_123846g0010	-9.32192809488736	0
MA_123947g0010	1.66318508671278	0
