Index	Value
mRNA	-0.18560440819171037
mRNA	-0.8453393817720114
mRNA	0.18453370629002422
mRNA	0.7472391261816022
mRNA	-0.4266126085679862
mRNA	0.5098742850047192
mRNA	0.799876384786088
mRNA	0.8188488008029917
mRNA	-0.6608799547278793
mRNA	1.8330160030739369
mRNA	-0.22144681114999556
mRNA	-1.3058824984583932
mRNA	-1.2178460071626824
mRNA	-0.4642840300144901
mRNA	-0.7074977997154834
mRNA	-0.6059376463911641
mRNA	-1.1480625354554377
mRNA	0.17480255044863313
mRNA	0.207275223699358
mRNA	-0.0377885608893998
mRNA	1.4055360746999135
mRNA	0.9775966000293073
mRNA	-0.852151983927488
mRNA	-1.4164234143660506
mRNA	-0.5519811269846446
mRNA	0.8805277781988051
mRNA	1.8218009250291718
mRNA	-1.5477023290053695
mRNA	-0.08150368196665607
mRNA	-0.35764541381286463
mRNA	1.243382590141813
mRNA	-1.2218487496163564
mRNA	0.9243080082921029
mRNA	0.7407134928104931
mRNA	0.5292734689512164
mRNA	-2.141329152796469
mRNA	-2.7781512503836434
mRNA	-0.09993646763824428
mRNA	-0.7433891441244316
mRNA	-0.39254497678533146
mRNA	-0.6478174818886373
mRNA	-0.14738447992050746
mRNA	-0.17972554371077515
mRNA	-0.13044235568944695
mRNA	-0.1542131501951906
mRNA	-0.24795155218056147
mRNA	-0.24795155218056147
mRNA	-1.1153934187020693
mRNA	-1.0377885608893997
mRNA	-0.6128079848611848
mRNA	-0.27254911743476073
mRNA	0.12620358517172386
mRNA	-0.07889181286003573
mRNA	1.2212258143152703
mRNA	-0.33934529340619024
mRNA	0.7677740789721991
mRNA	0.11245604098367033
mRNA	0.3564508029040357
mRNA	-0.7913795161173988
mRNA	-0.7825160557860936
mRNA	-0.8625755518436402
mRNA	-0.3670930111849811
mRNA	-0.12045813478284602
mRNA	-1.6870707810363108
mRNA	-1.6532125137753435
mRNA	1.5738317681511382
mRNA	-0.5334618898907594
mRNA	0.016569101433192842
mRNA	0.19528450431502292
mRNA	-1.5070844780971056
mRNA	-1.4628808156050521
mRNA	-0.24880646285407432
mRNA	-1.3979400086720375
mRNA	0.8300180731267589
mRNA	1.5353996209498608
mRNA	-0.4189483893965543
mRNA	0.16764547566435628
mRNA	1.28668096935493
mRNA	-1.8402991571324878
mRNA	0.33108971820455946
mRNA	-1.2466723333413883
mRNA	-1.099936467638244
mRNA	-1.1689126744285578
mRNA	-1.1380012094475418
mRNA	-0.40157429332713157
mRNA	-0.6010959632253454
mRNA	-1.2640464294108111
mRNA	-0.7542132428855546
mRNA	-0.981114655839626
mRNA	0.7036256896074655
mRNA	-0.23740478613980037
mRNA	-1.268500770837061
mRNA	0.3148032002182981
mRNA	0.6444932968410799
mRNA	-0.3682181270523491
mRNA	-1.5309966355025169
mRNA	-1.5228787452803374
mRNA	-1.1797255437107752
mRNA	-1.234083206033368
mRNA	-1.3414586527195893
mRNA	-1.019744058195757
mRNA	-1.0649408069330146
mRNA	-0.6309904092676376
mRNA	0.29336255471144546
mRNA	0.8505100927111355
mRNA	-1.0734289171585334
mRNA	0.2431758980706936
mRNA	2.123570365086013
mRNA	0.19173039336285627
mRNA	0.22372662657005102
mRNA	0.06818586174616152
mRNA	0.014473868027460927
mRNA	0.1965139304209842
mRNA	0.04749120336967568
mRNA	-0.37675070960209944
mRNA	-0.08150368196665607
mRNA	-0.03359750803253728
mRNA	-0.5460025441274752
mRNA	-0.8678826787645766
mRNA	0.016801282396703827
mRNA	-0.25138133886639547
mRNA	-0.10574549134895832
mRNA	0.6659456160916444
mRNA	-1.556302500767287
mRNA	0.3824173140150952
mRNA	-0.18931952478943634
mRNA	-2.213879819945081
mRNA	-0.37047714115432506
mRNA	-0.6228152129185818
mRNA	-0.6279066485105733
mRNA	-0.9975939302341215
mRNA	-1.5925146734217317
mRNA	0.41839337114239583
mRNA	1.0725766498019018
mRNA	1.1691027037046096
mRNA	-0.895437022763418
mRNA	-0.21904296101701157
mRNA	-0.8159398112730433
mRNA	0.3888705454066127
mRNA	-3.255272505103306
mRNA	-0.6207952349425744
mRNA	1.3276086528689919
mRNA	-0.9289366441745546
mRNA	-0.13667713987954408
mRNA	-1.0820862366910318
mRNA	-0.7528453851188734
mRNA	-1.0939045028683312
mRNA	0.3578290118636065
mRNA	0.49268280180342366
mRNA	0.35538765798657385
mRNA	-0.16820129919677065
mRNA	-0.8992466479101833
mRNA	-0.09121721320985443
mRNA	-0.680084660175645
mRNA	-0.6258629060005871
mRNA	-1.6424886483835706
mRNA	-2.410174465089049
mRNA	-1.067751784266843
mRNA	-0.08266957389344617
mRNA	-0.8750612633916999
mRNA	-1.3744589128225144
mRNA	-0.9128498242810996
mRNA	-0.0026621645359330513
mRNA	-1.2730012720637376
mRNA	-0.9928214153728764
mRNA	-0.981114655839626
mRNA	-0.2770919881658922
mRNA	-2.410174465089049
mRNA	-0.2770919881658922
mRNA	-1.3802112417116057
mRNA	-1.7112044607530303
mRNA	-0.8678826787645767
mRNA	-0.9108802314181952
mRNA	-0.16325403435050911
mRNA	0.9866224665273966
mRNA	-0.747416633407475
mRNA	-0.4538687950859509
mRNA	-0.5047641102519598
mRNA	-0.8935446690857132
mRNA	-0.6361791744765634
mRNA	-2.5563025007672873
mRNA	0.8845436355072696
mRNA	-1.2509511313206632
mRNA	-1.7781512503836434
mRNA	-0.36429290811361714
mRNA	0.06216399143179307
mRNA	-0.39016853046217814
mRNA	-1.2299666398385358
mRNA	-2.176091259055681
mRNA	0.7341773125633857
mRNA	-0.4058530913064068
mRNA	-1.0072992387414994
mRNA	-0.45045182638214376
mRNA	-0.603994491105162
mRNA	-0.9089195306526673
mRNA	0.7386484536979807
mRNA	0.1473327368166087
mRNA	-1.1833904977971805
mRNA	0.8943468364298476
mRNA	0.9182342651047983
mRNA	-0.6340962233282708
mRNA	-0.4735171304508372
mRNA	-0.33462750369651845
mRNA	0.5139570766332876
mRNA	-0.7839807940443674
mRNA	0.20906797952436118
mRNA	0.09381066367628407
mRNA	0.45653472393788486
mRNA	-0.9050244867691433
mRNA	-0.9765189041504769
mRNA	-1.0538753807828545
mRNA	-0.5677435438886718
mRNA	0.805915999558765
mRNA	-1.0072992387414992
mRNA	-0.3409293479838653
mRNA	-1.4040141563842308
mRNA	-0.5659636459796857
mRNA	-0.9414052847341526
mRNA	-0.39254497678533146
mRNA	1.054698151937762
mRNA	-1.0122344564170114
mRNA	-1.380211241711606
mRNA	0.9885837277031996
mRNA	-0.5972611084461935
mRNA	-1.346787486224656
mRNA	-0.4573128613661099
mRNA	-1.0791812460476247
mRNA	-1.1908145158763874
mRNA	-0.7074977997154835
mRNA	0.8188854145940098
mRNA	0.2797683081478545
mRNA	-0.7767060095094626
mRNA	-0.12655022076487926
mRNA	-0.5554347792360603
mRNA	0.005752328889091247
mRNA	-0.7611179110848632
mRNA	-0.34839897038123563
mRNA	-1.6870707810363108
mRNA	-1.1653673936639082
mRNA	-0.6078895349886861
mRNA	-0.33254704711004607
mRNA	-1.1122577048492108
mRNA	-1.5477023290053695
mRNA	0.8062176715215092
mRNA	1.0813473078041325
mRNA	0.7282184667118603
mRNA	-2.109144469425068
mRNA	-1.6118198286171184
mRNA	0.5720967679505191
mRNA	-0.5963076624388711
mRNA	-0.7315260382917415
mRNA	-1.3521825181113623
mRNA	-0.28446089423078835
mRNA	0.5049991554387571
mRNA	-0.8678826787645767
mRNA	-0.6777807052660808
mRNA	-1.7781512503836434
mRNA	-1.144682794804057
mRNA	-1.8573324964312683
mRNA	-0.18339049779718072
mRNA	0.3333352996393804
mRNA	-1.5228787452803374
mRNA	-2.410174465089049
mRNA	-0.9881007767002923
mRNA	-0.6228152129185817
mRNA	-1.2138798199450809
mRNA	-1.4164234143660506
mRNA	0.6724057590346854
mRNA	0.6410332023627745
mRNA	1.4099049580547256
mRNA	0.7082792284707902
mRNA	-0.8175219422829181
mRNA	-1.8750612633916997
mRNA	-1.449092531119419
mRNA	0.4126471802140553
mRNA	-0.19722627470802437
mRNA	0.3558132283115665
mRNA	-0.9542425094393249
mRNA	0.8616339626031764
mRNA	0.9499860069007535
mRNA	0.09960391741292778
mRNA	-0.534286760949567
mRNA	-0.5641910129803377
mRNA	0.3149200559924199
mRNA	-1.0939045028683312
mRNA	0.8132102086584482
mRNA	0.4872955292628358
mRNA	0.7924306030309982
mRNA	1.2236689666546843
mRNA	-1.5477023290053695
mRNA	-1.1618508199410709
mRNA	-0.7653140256784714
mRNA	-0.6268835750529946
mRNA	-0.5972611084461934
mRNA	-0.5767541260631922
mRNA	0.2138127940198144
mRNA	-0.5991743030904741
mRNA	-0.11886905696931602
mRNA	0.5783207888951502
mRNA	1.0542512045498071
mRNA	1.5998891342100758
mRNA	-0.9520764476828171
mRNA	-0.9742391378555784
mRNA	0.32531037171106114
mRNA	-0.11100973134131542
mRNA	-1.5740312677277186
mRNA	-0.8805241590932021
mRNA	-0.48811663902112556
mRNA	0.39532639306935086
mRNA	0.28065423629226327
mRNA	0.7819148658338072
mRNA	-1.2962311127822124
mRNA	-0.8897845202124063
mRNA	0.523818698742193
mRNA	-0.8678826787645767
mRNA	0.11412890859331824
mRNA	-1.2640464294108111
mRNA	-0.19684648064630075
mRNA	0.9104761764561082
mRNA	1.766346739420377
mRNA	0.8764423733617621
mRNA	0.6738397515513544
mRNA	-0.13044235568944695
mRNA	-0.6597762832777319
mRNA	0.5216464977387404
mRNA	-0.13667713987954408
mRNA	0.18626553359885473
mRNA	0.16977236944808272
mRNA	0.6366550291173689
mRNA	0.5785755444278419
mRNA	0.6364878963533654
mRNA	-1.154901959985743
mRNA	1.0164065008711178
mRNA	0.8170876988601823
mRNA	-0.833668578233475
mRNA	-0.9069676420551454
mRNA	0.5307687051392481
mRNA	-2.9542425094393248
mRNA	-1.6870707810363108
mRNA	0.013305466779537273
mRNA	1.1712875506528606
mRNA	1.1074361058060123
mRNA	-1.6532125137753435
mRNA	0.9674959742452738
mRNA	-0.3122729117372655
mRNA	-0.2072193319876971
mRNA	-0.333586029619704
mRNA	-1.2021940616198863
mRNA	0.6559383880342471
mRNA	0.692700074142474
mRNA	-0.7380766071533317
mRNA	0.9009130677376688
mRNA	-0.6268835750529944
mRNA	-0.1742854581924189
mRNA	0.051795445557992134
mRNA	0.1648483429823968
mRNA	-0.30931180152573756
mRNA	-0.19951204041557138
mRNA	-0.34947662473543756
mRNA	-1.1689126744285576
mRNA	-0.9393021596463883
mRNA	-0.34251920143198294
mRNA	-0.13966199342900623
mRNA	-0.8034860695790157
mRNA	0.14681684546879062
mRNA	-0.8175219422829181
mRNA	0.6728159545616648
mRNA	1.4122644966496465
mRNA	-0.4195819336108804
mRNA	-0.6248446300782821
mRNA	0.20487331238844406
mRNA	-0.08677502158027332
mRNA	-0.24117218358368556
mRNA	-0.6917914197088953
mRNA	0.49143951741335434
mRNA	-0.3913551281454456
mRNA	-2.024823583725032
mRNA	-0.298144307426493
mRNA	0.39005149645898723
mRNA	-0.825520225100898
mRNA	-0.2680532751953012
mRNA	-0.6478174818886374
mRNA	0.17009866133563512
mRNA	-0.3527257257893146
mRNA	-0.2320200454695947
mRNA	1.496122087374774
mRNA	-1.2466723333413883
mRNA	-0.639322453446905
mRNA	-1.3521825181113625
mRNA	0.7738676746610156
mRNA	-0.053329441701655815
mRNA	-1.3979400086720375
mRNA	-0.9268929016645682
mRNA	0.26507999898001183
mRNA	0.0694214087584685
mRNA	0.0391937210582869
mRNA	-0.7328282715969862
mRNA	-0.96301643374683
mRNA	-2.7781512503836434
mRNA	-0.8678826787645766
mRNA	-0.6698117755948053
mRNA	-1.4357285695614372
mRNA	-1.7501225267833997
mRNA	-0.6299600541416321
mRNA	-1.4164234143660506
mRNA	0.8962199233221916
mRNA	0.18406018872695654
mRNA	1.2310020815240645
mRNA	-0.44369749923271284
mRNA	-0.3687817799308242
mRNA	0.5359969758069624
mRNA	0.9888066015690818
mRNA	-0.01697543722791225
mRNA	-1.7367585652254183
mRNA	0.2501488224799749
