Gene	LA	SB	DS	DH
Unigene409091	0.0309666666666667	0.6706	0.3544	0
Unigene212842	0.0312666666666667	0.853833333333333	0	6.15636666666667
Unigene508	3.5883	53.6486	94.8647	0.106366666666667
Unigene344932	0	1.05993333333333	0	0
Unigene1048356	0	0	0	4.04713333333333
Unigene160655	0.284433333333333	0.0548	0	0
Unigene49617	5.51836666666667	30.3075333333333	0	0
Unigene898016	0	0	0	2.77906666666667
Unigene1337709	0	0.00256666666666667	0	1.616
Unigene355196	0	0.994633333333333	0	0
Unigene2342	15.7373333333333	0	0	0
Unigene206530	0.0622666666666667	1.40706666666667	0.0395	0
Unigene291525	0.0732666666666667	0.655333333333333	0	0
Unigene331332	0	0.691733333333333	0	0
Unigene252162	0	1.1185	0	0
Unigene1117786	0	0	0	2.01806666666667
Unigene993372	0	0.0121333333333333	0.127333333333333	12.6331666666667
Unigene838731	0	0	1.0768	0
Unigene1233087	0	0	0	2.39986666666667
Unigene1043828	0	0	0	18.3597
Unigene1360826	0	0	0	1.466
Unigene64208	0.4044	0.502666666666667	0	0
Unigene256949	0	0.2285	0	0
Unigene311463	0	0.872533333333333	0	0
Unigene352660	0	0.5204	0	0
Unigene140041	0.6294	0.3187	0.267133333333333	0.0966666666666667
Unigene64316	0.727166666666667	0.553066666666667	0.00846666666666667	0
Unigene41053	4.29993333333333	58.1519666666667	121.0782	0.0701333333333333
Unigene276465	0	37.622	0.9984	2.42453333333333
Unigene85467	7.84626666666667	2.1036	0.0176666666666667	0.620933333333333
Unigene378675	0.247833333333333	0.582533333333333	0	0
Unigene210492	0	0.645533333333333	0	0.0309
Unigene1018871	0	0	0.0177	2.28533333333333
Unigene1031115	0	0	0	2.6223
Unigene128112	1.00396666666667	0.0104333333333333	0.0576	0.230666666666667
Unigene135104	0.6718	0.0182666666666667	0.0709333333333333	4.46516666666667
Unigene1354926	0	0	0	1.42803333333333
Unigene636235	0.0471666666666667	0	2.07106666666667	11.3790666666667
Unigene420027	0	2.2869	0.0085	0
Unigene58889	0.710833333333333	0.776233333333333	1.07423333333333	0
Unigene410733	0.015	0.4516	0	0
Unigene399747	0.680133333333333	0.6508	0.0196666666666667	0.646833333333333
Unigene212432	0	0.180533333333333	0	0
Unigene72466	0.4461	0	0	0.0216333333333333
Unigene292651	0	1.5655	0	0
Unigene332617	0.0304333333333333	11.2506666666667	0	0
Unigene1048977	0	0	0	20.1297666666667
Unigene124034	2.00576666666667	0.0603666666666667	0	0.0720666666666667
Unigene1237906	0	0	0.0223333333333333	0.9214
Unigene306292	0	0.552766666666667	0	0
Unigene91266	0.387466666666667	0	0.0223333333333333	0
Unigene106143	0.273	0.0185	0.110533333333333	0
Unigene1231116	0	0	0	1.42123333333333
Unigene305697	0	0.5496	0	0
Unigene922466	0	0	0	9.49326666666667
Unigene907182	0	0	0.61	4.86056666666667
Unigene1053362	0	0	0	1.15606666666667
Unigene600102	0	0	0.454033333333333	0
Unigene364513	1.6152	51.7781333333333	102.6273	0
Unigene1033258	0	0.0031	0.0178666666666667	20.8908
Unigene7261	0.4777	0.832633333333333	0.136133333333333	0.0190666666666667
Unigene84168	0.720133333333333	1.30193333333333	0	0
Unigene991704	0	0	0	20.9721666666667
Unigene1078078	0	0	0	2.99233333333333
Unigene1070639	0	0	0	18.9482666666667
Unigene28904	416.777666666667	108.816533333333	0.0258	2.25376666666667
Unigene1564	0.381633333333333	0.3748	6.1122	1.17463333333333
Unigene1017745	0	0	0	3.13953333333333
Unigene1217370	0	0.0317666666666667	0.00896666666666667	1.5525
Unigene118279	0.712133333333333	0.275933333333333	0.3469	0.0613
Unigene127446	0.292766666666667	0.7425	0	0
Unigene33128	4.39833333333333	1.36566666666667	0	0
Unigene932115	0	0	0.0179333333333333	3.76293333333333
Unigene1222698	0	0	0.0179333333333333	1.64796666666667
Unigene139388	5.36876666666667	0.764566666666667	0	0.825933333333333
Unigene199925	0.180566666666667	1.1181	0	9.2466
Unigene355872	0.0409333333333333	1.65203333333333	0	0.0218
Unigene121472	0.5667	0.2818	0.161033333333333	0.0574
Unigene118278	0.7333	0.399066666666667	0.2234	0.0465
Unigene106998	4.98893333333333	51.3573	30.5182333333333	0
Unigene531397	0	0.143166666666667	0	0
Unigene62563	0.6841	1.1177	0	0
Unigene213171	0.0164	0.6112	0	0
Unigene192227	0.108966666666667	1.3061	0.1292	0.0764666666666667
Unigene104722	1.46006666666667	0.0635333333333333	0	0.0178333333333333
Unigene13523	3.9569	64.4471333333333	114.878766666667	0.112366666666667
Unigene329200	0.0127	0.612533333333333	0.0225333333333333	0
Unigene167581	0.574933333333333	0.7575	0.896233333333333	0
Unigene318532	0	1.96996666666667	0	0
Unigene883356	0	0	0.0225333333333333	2.0351
Unigene1140160	0	0	0	2.18113333333333
Unigene181528	0.0183333333333333	1.25103333333333	0	0
Unigene837406	0	0	0.9687	0
Unigene960351	0	0	0	3.5737
Unigene878343	0	0	0	20.9168333333333
Unigene1006021	0.1099	0	1.3728	19.8748333333333
Unigene112337	0.522866666666667	0.0652	0	0.0308666666666667
Unigene164276	0.733566666666667	0.0106333333333333	0.0745666666666667	4.8827
Unigene58356	0.6759	0.8194	0.0216333333333333	0
Unigene1004708	0	0	0	23.9938
Unigene259187	0.0682	4.06786666666667	0.00866666666666667	0
Unigene539429	0.00936666666666667	0.334233333333333	0.2149	0
Unigene293408	0	1.9998	0	0.0109666666666667
Unigene1002482	0	0	0.5713	4.74673333333333
Unigene7740	6.3968	1.11126666666667	9.01593333333333	10.1312
Unigene40933	4.7317	76.6268	141.4327	0.0425666666666667
Unigene1023427	0	0	0	4.73266666666667
Unigene403116	0.386166666666667	0.6557	0.0471	0
Unigene1056068	0	0	0.0453	1.84
Unigene365134	0.0271333333333333	0.481	0	0
Unigene296032	0.0171666666666667	1.27223333333333	0	0.0358666666666667
Unigene435605	0	0.306633333333333	0	0
Unigene329961	0.00343333333333333	0.6212	0	0
Unigene86770	6.6901	0.144666666666667	0	0.0372
Unigene54219	1.1599	2.8072	0	0
Unigene167899	0.599733333333333	0	0	0
Unigene283170	0.00996666666666667	0.186633333333333	0	0
Unigene956291	0.0132666666666667	0.04	0.0181	26.3162333333333
Unigene600826	0	0	0.6297	0
Unigene388677	0.213533333333333	0.4641	0	0
Unigene876389	0.005	0.0240666666666667	0.0181	31.9614666666667
Unigene901188	0	0	0	2.91593333333333
Unigene125410	1.15186666666667	0.0654666666666667	0.0817333333333333	0.525933333333333
Unigene240340	0.0303333333333333	0.251433333333333	0.0272	0
Unigene237785	0	3.52956666666667	0	0
Unigene289748	0	0.956166666666667	0	0
Unigene197413	0.0635666666666667	1.5806	0.00906666666666667	0
Unigene1212915	0.437	0.0116333333333333	0.0227666666666667	2.9312
Unigene1023426	0	0	0	4.28746666666667
Unigene14971	17.7304	0	0	0.0414333333333333
Unigene392695	0	0.703033333333333	0	0
Unigene729756	0.164733333333333	0	2.45536666666667	15.9005333333333
Unigene1063377	0	0	0	1.99953333333333
Unigene214101	0	0.664766666666667	0	0
Unigene31522	12.6544666666667	12.1187666666667	0	0.1787
Unigene1084299	0	0	0	1.10843333333333
Unigene1289061	0	0	0	0.932766666666667
Unigene212464	0	5.02456666666667	0	0
Unigene169490	0.140366666666667	0.00853333333333333	0	0.0598
Unigene1351245	0	0	0	1.57256666666667
Unigene885255	0	0	0	10.6515
Unigene21763	1.9938	2.574	38.9119	0.2873
Unigene1023587	0	0	0.0182666666666667	10.9832333333333
Unigene950446	0	0	0	2.81763333333333
Unigene1163230	0	0	0.0229333333333333	3.06553333333333
Unigene730377	0	0.0654666666666667	0.876566666666667	0
Unigene54293	0.611433333333333	0.191566666666667	0.0183	0.0939333333333333
Unigene329199	0.0780333333333333	2.1586	0.0778333333333333	0
Unigene60854	0.718966666666667	1.26336666666667	0	0
Unigene260548	0.00696666666666667	0.689466666666667	0	0
Unigene634119	0	0	3.11116666666667	0
Unigene410791	0.0035	0.4984	0	0
Unigene1790	0.5797	0.563533333333333	6.56936666666667	1.0181
Unigene6636	274.867233333333	138.8327	0	1.43933333333333
Unigene144174	0.401866666666667	0.7913	0	0
Unigene102578	0.441733333333333	0.00546666666666667	0	0.0182333333333333
Unigene263035	0	0.720466666666667	0	0
Unigene198244	0	1.31143333333333	0	0
Unigene623893	0	0	0.560366666666667	0
Unigene371090	0	0.221633333333333	0.0231	0
Unigene1044674	0	0	0.1776	4.38376666666667
Unigene349270	0.259066666666667	10.2229	0	0
Unigene188644	0.042	0.9198	0	0
Unigene1125792	0	0	0	21.9438
Unigene907216	0	0	0	5.38133333333333
Unigene1108043	0	0	0	2.55923333333333
Unigene1036300	0	0.0191333333333333	0	20.2709666666667
Unigene29411	16.0792333333333	0.0109	0	0
Unigene71160	10.1229	0.186233333333333	0.0348333333333333	0.201633333333333
Unigene354917	0.191166666666667	0.241566666666667	0.363166666666667	0.0633666666666667
Unigene954870	0	0	0	23.6307
Unigene128110	0.584266666666667	0.00553333333333333	0.0325333333333333	0
Unigene877562	0	0	0	2.38583333333333
Unigene332294	0.00513333333333333	0.455766666666667	0	0
Unigene76745	0.8767	0.890366666666667	0	0
Unigene100408	7.60686666666667	1.3748	9.86456666666667	11.6648
Unigene983161	0	0.194033333333333	0	3.42953333333333
Unigene155169	0.208766666666667	6.09903333333333	0	0.0595333333333333
Unigene318175	0	0.7519	0	0
Unigene1044491	0	0	0	10.3858
Unigene56387	0.831433333333333	1.2838	0	0
Unigene999439	0	0	0	3.33833333333333
Unigene1164007	0	0	0	7.4402
Unigene141359	0.224333333333333	0.0185	0	0
Unigene1231820	0	0	0	0.938733333333333
Unigene19596	2.0248	1.07763333333333	7.77463333333333	11.1854
Unigene51955	9.74403333333333	0.1747	0.0940333333333333	0.0392666666666667
Unigene304282	0	0.560666666666667	0	0
Unigene1011762	0	0.0056	0	1.8196
Unigene400366	0.00713333333333333	0.271966666666667	0	0
Unigene224623	0	1.01093333333333	0	0
Unigene401849	0	39.4065	0.817033333333333	2.90316666666667
Unigene30964	13.4806333333333	0	0	0
Unigene344100	0.0655666666666667	0.2052	0.2827	0.137
Unigene960241	0	0	0	16.4481333333333
Unigene640193	0	0	8.6861	0.0989
Unigene881074	0	0	0	5.7037
Unigene1129156	0	0	0	6.9648
Unigene1219304	0	0	0.0661333333333333	2.0132
Unigene1049181	0	0	0	18.9895
Unigene292650	0	1.64206666666667	0	0
Unigene967133	0	0	0	22.0996666666667
Unigene343481	0.0179333333333333	8.17943333333333	0	0.0201333333333333
Unigene198274	0	0.200666666666667	0	0
Unigene271847	0	0.2146	0	0
Unigene292991	0.162266666666667	1.06966666666667	0.127433333333333	0.0431666666666667
Unigene156439	0.247566666666667	0.0367666666666667	0.0238	0
Unigene133719	0.5449	0.0998	0.0475333333333333	0.1415
Unigene214756	0.0361	0.879333333333333	0	0
Unigene1099731	0	0	0	0.964366666666667
Unigene1049536	0	0	0	20.6414666666667
Unigene1061500	0.00723333333333333	0	0	1.72393333333333
Unigene1016832	0	0	0	0.8916
Unigene48309	14.4666333333333	31.5856333333333	16.8855666666667	0.720066666666667
Unigene137618	0.4668	0.0112	0.0285333333333333	4.24876666666667
Unigene949944	0	0	0	1.1111
Unigene90264	1.031	0	0	0
Unigene888266	0.0036	0	0	3.01206666666667
Unigene893943	0	0	0	3.20286666666667
Unigene587549	0.102666666666667	0	115.349333333333	0
Unigene887764	0	0	0	19.7807666666667
Unigene228959	0.0335333333333333	0.2633	0	0
Unigene1300715	0	0	0	1.1583
Unigene422395	0	0.181133333333333	0	0.0638
Unigene1136017	0	0	0	2.9541
Unigene345910	0	0.861666666666667	0	0
Unigene138763	0.293733333333333	0.0123	0	0
Unigene206246	0	2.19043333333333	0	0
Unigene573174	0	0.173766666666667	0	0
Unigene988504	0.0109	0	0	7.49136666666667
Unigene135958	0.462	0.0345	0.0551666666666667	0.0204333333333333
Unigene217664	0.177633333333333	1.64156666666667	0.0240333333333333	0.0394666666666667
Unigene285235	0	0.547666666666667	0	5.9514
Unigene351407	0	0.676933333333333	0	0
Unigene1119428	0	0	0	14.7108333333333
Unigene780688	0.0475333333333333	0	1.43556666666667	5.03876666666667
Unigene141591	0.5147	0.00566666666666667	0.105966666666667	3.71313333333333
Unigene1024142	0	0.1022	0	3.9505
Unigene68973	1.0849	1.09696666666667	0.00463333333333333	0
Unigene320311	0	0.732366666666667	0	0
Unigene910691	0	4.16436666666667	0	2.53263333333333
Unigene686049	0	0	2.71453333333333	0
Unigene21122	65.5961666666667	0.103	0	0.0205333333333333
Unigene457541	0	0.3477	0.251466666666667	0
Unigene337237	0.1861	2.04476666666667	0.175766666666667	0.0924333333333333
Unigene420028	0.0146666666666667	2.37116666666667	0.0386333333333333	0
Unigene190906	0.00533333333333333	0.5119	0	2.13603333333333
Unigene221731	0.0807333333333333	0.327066666666667	0	0.320333333333333
Unigene82064	14.3423666666667	0.1808	0.0193	0.1147
Unigene934668	0	0	0	11.0839666666667
Unigene782006	0	0	1.27406666666667	0
Unigene320017	0.0900666666666667	0.2778	0.419066666666667	0.197166666666667
Unigene330592	0	1.16683333333333	0	0
Unigene716554	0.0380666666666667	0	6.73013333333333	0.0117666666666667
Unigene893447	0	0	0	3.0163
Unigene1271675	0	0	0.0681	0.805733333333333
Unigene1000465	0	0	0	21.0009666666667
Unigene420140	0.0110333333333333	2.22903333333333	0.0922333333333333	0
Unigene1116194	0	0	0	0.929866666666667
Unigene1380109	0	0.00576666666666667	0	1.04436666666667
Unigene212940	0.0331333333333333	8.09453333333333	0	0
Unigene1117426	0	0	0	1.5442
Unigene244483	0	1.34163333333333	0	0
Unigene1277835	0	0	0	0.9518
Unigene1002097	0.0147666666666667	0.0067	0.542166666666667	3.78363333333333
Unigene225695	0.0258333333333333	8.28206666666667	0	2.8543
Unigene638522	0	0	7.60603333333333	0.199566666666667
Unigene1064758	0	0	0	4.09546666666667
Unigene133699	0.184833333333333	6.91653333333333	0	0.0193
Unigene1370087	0	0	0	1.55706666666667
Unigene632421	0	0	5.13383333333333	0
Unigene911655	0	0	0.00973333333333333	3.74586666666667
Unigene1350222	0	0	0.0439333333333333	2.96123333333333
Unigene1043314	0	0	0	0.555833333333333
Unigene1274473	0	0	0	0.8279
Unigene1018783	0	0	0	6.60946666666667
Unigene210706	0.0825666666666667	1.96256666666667	0.00976666666666667	0
Unigene918266	0	0	0.1345	4.5657
Unigene1049031	0	0	0	3.49596666666667
Unigene359115	0	11.5194666666667	0	0
Unigene372387	0	48.1026333333333	1.0564	3.30656666666667
Unigene273254	0.156133333333333	1.1727	0.0195666666666667	4.22426666666667
Unigene1214852	0	0	0	1.14366666666667
Unigene213346	0	4.42833333333333	0	0
Unigene27921	0.454866666666667	0.485166666666667	6.49493333333333	1.28323333333333
Unigene298841	0.00743333333333333	10.2124	0	0
Unigene1105415	0	0	0.181366666666667	3.30693333333333
Unigene125385	0.3853	0	0	0.0209
Unigene956123	0	0	0	4.8366
Unigene927563	0	0	0	2.29546666666667
Unigene156554	0.311166666666667	0.0058	0	0
Unigene542566	0.0398333333333333	0.5581	0.0987333333333333	0
Unigene589434	0.104466666666667	0	127.781233333333	0
Unigene19152	6.48243333333333	31.8764333333333	0	0
Unigene1198321	0	0	0	0.875766666666667
Unigene583218	0	0.0175666666666667	7.31903333333333	0
Unigene384418	0.0112	0.495666666666667	0.0246666666666667	0
Unigene934535	0	0	0	5.2848
Unigene11557	3.4929	44.7542	86.5529	0
Unigene196032	0.0336333333333333	13.5781666666667	0	0
Unigene894114	0	2.87733333333333	0	4.50256666666667
Unigene673447	0	0.0348333333333333	2.55923333333333	0
Unigene871201	0	0	0.451533333333333	3.5868
Unigene386210	0.015	1.72056666666667	0	0
Unigene1232406	0	0.0698	0	3.25903333333333
Unigene235572	0.123733333333333	5.71066666666667	0.0544	0
Unigene1174514	0.0218	0.0136666666666667	0	4.5993
Unigene415076	0.213533333333333	0.620566666666667	35.1364333333333	0
Unigene70442	2.35596666666667	61.9377333333333	0.505533333333333	0
Unigene39665	217.1221	56.0387333333333	0	1.07456666666667
Unigene777394	0.0526333333333333	0	1.8107	10.5267
Unigene169480	2.86926666666667	5.98223333333333	45.3513333333333	0.315
Unigene91957	0.3253	0.1118	0.0322	0.110866666666667
Unigene29662	304.592866666667	92.2869666666667	0	1.5931
Unigene1054810	0	0.0555666666666667	0	1.27173333333333
Unigene152737	2.32313333333333	0.0571	0.154166666666667	0.612433333333333
Unigene201316	0	4.27093333333333	0	0
Unigene44368	352.3584	181.440633333333	0.0458666666666667	2.18856666666667
Unigene194883	0.0151333333333333	0.700466666666667	0	0
Unigene401598	0.859633333333333	1.03893333333333	0	0
Unigene375415	0	36.3818	0.840733333333333	2.49583333333333
Unigene958379	0	0.00293333333333333	0	12.7802333333333
Unigene389808	0.156833333333333	0.2499	0	0
Unigene904675	0	0	0	1.13306666666667
Unigene512298	0	0.171666666666667	0.0500666666666667	0.143133333333333
Unigene144454	0.271533333333333	0.0539	0	0
Unigene991256	0.0076	0	0.573633333333333	5.4013
Unigene1158993	0	0	0	3.49993333333333
Unigene191299	0.00763333333333333	11.7306333333333	0	0
Unigene236782	0.0187	0.394333333333333	0	0
Unigene222673	0	0.499233333333333	0	0
Unigene1233187	0	0	0	1.7532
Unigene1336490	0	0	0	1.03273333333333
Unigene1211041	0	0	0.0100333333333333	3.07163333333333
Unigene1072808	0	0	0	10.8392333333333
Unigene252982	0	0.609566666666667	0	0
Unigene1189856	0	0	0	1.4867
Unigene390257	0.00553333333333333	0.4037	0	0
Unigene22289	15.5594	14.0460333333333	0	0.137
Unigene320788	0	0.198366666666667	0	0
Unigene296927	0.0166333333333333	1.77626666666667	0	0
Unigene325858	0	1.23333333333333	0	0
Unigene1171332	0	0	0	23.7160333333333
Unigene152517	0.274633333333333	0.0129666666666667	0.0289666666666667	0
Unigene112810	1.73016666666667	0.1192	0.4697	0.832933333333333
Unigene1063663	0	0.204166666666667	0.254966666666667	10.5231
Unigene1209712	0	0	0	0.8127
Unigene330677	0	1.13473333333333	0	0
Unigene21299	4.76206666666667	80.7752	138.005133333333	0.0691666666666667
Unigene1035703	0	0.0035	0.0126666666666667	8.75143333333333
Unigene416216	0.0209666666666667	0.429866666666667	0	0
Unigene1346552	0	0.0119333333333333	0	1.45656666666667
Unigene1113850	0	0	0	1.5218
Unigene187807	0.0692666666666667	11.4777333333333	0	0
Unigene337196	0.0223	0.5582	0	0.110933333333333
Unigene272143	0.0402	6.15076666666667	0	0.172666666666667
Unigene74155	0.623966666666667	0.7838	0.9154	0
Unigene916600	0	0	0	11.7076
Unigene139226	0.644733333333333	0.00596666666666667	0.0254333333333333	4.549
Unigene503439	0	0.2587	0	0
Unigene399548	0.0919333333333333	0.326966666666667	0.00486666666666667	0
Unigene938063	0	5.5382	0	3.3793
Unigene466173	0	0.208633333333333	0	0
Unigene473269	0	0.2152	0	0
Unigene88773	2.92393333333333	0.0119666666666667	0	0
Unigene300104	0	0.481966666666667	0	0
Unigene286224	0.0833	1.16836666666667	0	0.0247333333333333
Unigene886825	0.147066666666667	0	1.4018	12.8061
Unigene1078475	0	8.17956666666667	0	4.60756666666667
Unigene56204	0.681033333333333	1.03846666666667	0	0
Unigene222118	0.00563333333333333	0.1925	0	0
Unigene404981	0	0.202766666666667	0	0
Unigene237340	0.1713	1.27863333333333	0.0868	0.0776333333333333
Unigene220453	0.157533333333333	4.76973333333333	0.0612333333333333	0
Unigene357778	0	0.957566666666667	0	2.3436
Unigene225470	0	0.859233333333333	0	0
Unigene47360	0.2576	0	0	0
Unigene114821	0.899866666666667	0.0394666666666667	0.120466666666667	0.540266666666667
Unigene999839	0	0	0	2.73596666666667
Unigene393333	0.0999333333333333	0.2403	0	0
Unigene209217	0	0.272566666666667	0	0
Unigene1202608	0	0	0	1.79473333333333
Unigene559270	0	0.199866666666667	0.0103	0
Unigene269504	0	1.13206666666667	0	0
Unigene204073	0	0.8291	0	0
Unigene108721	0.203633333333333	0.0303666666666667	0	1.00406666666667
Unigene143114	0.1648	1.5844	0	0
Unigene329198	0.0568	1.22443333333333	0	0
Unigene1345507	0	0	0	1.04203333333333
Unigene46800	26.6239333333333	98.9924	48.1214333333333	0.044
Unigene73041	0.724166666666667	0.880866666666667	0.00993333333333333	1.1707
Unigene156202	0.8466	0	0	0
Unigene1340368	0	0	0	1.92503333333333
Unigene875307	0	0.118833333333333	0	3.6797
Unigene18109	6.56433333333333	0.3802	0.290366666666667	9.29196666666667
Unigene195957	0.0442333333333333	2.0377	0.0956	0
Unigene232603	0	1.23513333333333	0	0
Unigene47087	0.5454	0.507566666666667	6.414	0
Unigene328697	0	1.66396666666667	0	0
Unigene324017	0.00786666666666667	0.5952	0	0
Unigene230708	0	0.553666666666667	0	0
Unigene354108	0	1.5113	0	0
Unigene330910	0	0.214133333333333	0	1.09246666666667
Unigene930355	0	0	0	3.24006666666667
Unigene1287469	0	0	0	1.2572
Unigene910416	0	0	0	5.63353333333333
Unigene192974	0.0552666666666667	0.3171	0.289166666666667	0.211566666666667
Unigene347430	0	0.1389	0	0.0540666666666667
Unigene963535	0	0	0	2.3555
Unigene64188	7.4397	0.172866666666667	0	0
Unigene310504	0.0532	3.8616	0.0521666666666667	0
Unigene126984	0.738633333333333	0.918366666666667	0	0.0126666666666667
Unigene304063	0	0.202833333333333	0	0
Unigene292207	0	0.840233333333333	0	0
Unigene802847	0	0.0031	0.966933333333333	0
Unigene1113471	0	0	0.0209333333333333	0.692166666666667
Unigene1027320	0	0.141566666666667	0	3.57516666666667
Unigene934444	0	0	0.0524	3.3861
Unigene1280826	0	0.0031	0	1.54223333333333
Unigene934147	0	7.6325	0	5.16263333333333
Unigene1084425	0	0	0	0.824766666666667
Unigene65727	1.9027	0.09	0.136266666666667	0.570066666666667
Unigene1042233	0	0	0	1.79036666666667
Unigene169938	0.552433333333333	0	0	0
Unigene967066	0	0	0	1.0369
Unigene348733	0.0925	0.2479	0.107466666666667	0.0207666666666667
Unigene1033553	0	0	0	2.6197
Unigene1139520	0	0.00623333333333333	0.0209666666666667	1.5732
Unigene369026	0.0749333333333333	0.343033333333333	0	0
Unigene1275630	0	0	0	1.1195
Unigene954263	0	0	0	4.4167
Unigene196119	0	2.17536666666667	0	0
Unigene1022119	0	0	0	10.4705666666667
Unigene995696	0	0	0	2.9793
Unigene516466	0.0572	0.260433333333333	0.160466666666667	0.0336
Unigene995940	0	0	0	2.31666666666667
Unigene835946	0	0.0469	1.43923333333333	0
Unigene49941	7.9554	39.8347333333333	0	0.0104333333333333
Unigene150159	0.372266666666667	0	0	0
Unigene199103	0.0360333333333333	0.1117	0	0.353933333333333
Unigene1311145	0	0	0	0.9801
Unigene689871	0	0.0125666666666667	3.13346666666667	0
Unigene66828	0.6915	0.9066	0.0363	1.1271
Unigene87420	0.541466666666667	0	0	0
Unigene158769	0.6165	0.0531	0	0.0965
Unigene1000413	0	0	0	21.7995666666667
Unigene64182	7.17823333333333	0.1028	0	0.0876
Unigene339743	0	1.4307	0	0
Unigene921609	0	0	0	14.2289333333333
Unigene156504	0.339666666666667	0	0	0.0786666666666667
Unigene25755	368.7152	190.097366666667	0.0051	2.27596666666667
Unigene411111	0.0396333333333333	0.3389	0.0212666666666667	0
Unigene259204	0	0.291466666666667	0	0
Unigene56999	5.923	0.0440333333333333	0	0.0584333333333333
Unigene402665	0.0917333333333333	0.3132	0	0
Unigene498464	0	0.172833333333333	0	0
Unigene1207371	0	0.00743333333333333	0	3.29163333333333
Unigene129805	0.577733333333333	3.53216666666667	2.03666666666667	29.1807333333333
Unigene3757	13.0972	12.3631666666667	0.0428333333333333	0.102766666666667
Unigene132299	0.3865	0.00316666666666667	0.0214	3.0329
Unigene1132868	0	0	0	2.13576666666667
Unigene1309180	0	0	0	2.63013333333333
Unigene1039629	0	0	0	1.25026666666667
Unigene177394	0.00816666666666667	0.939033333333333	0	0.0260666666666667
Unigene1223274	0	0	0	1.151
