Gene	LA	SB	DS	DH
Unigene130457	0.447066666666667	0.114933333333333	0.0196666666666667	0.0847666666666667
Unigene311374	0.0151333333333333	0.237866666666667	0.0825	0
Unigene1301769	0	0.0253666666666667	0	1.54623333333333
Unigene673538	0	0	5.1056	0
Unigene135607	0.732966666666667	0.0277	0	12.5009666666667
Unigene764099	0	0.0187	3.19083333333333	0
Unigene408456	0.0615	1.89923333333333	0.0510666666666667	0
Unigene1048326	0	0	0	5.26786666666667
Unigene169906	0.486933333333333	0	0	0
Unigene906338	0.006	0	0	6.855
Unigene1271666	0	0.00273333333333333	0	4.13813333333333
Unigene1078300	0	0	0.0197333333333333	4.95596666666667
Unigene394522	0.0103333333333333	0.466633333333333	0	0
Unigene1152272	0	0.00463333333333333	0	2.43713333333333
Unigene23968	4.24346666666667	1.23633333333333	0	0.0246333333333333
Unigene1011582	0	0	0	12.5462666666667
Unigene1212	471.158066666667	234.5175	0.0151666666666667	2.3795
Unigene265983	0.0442666666666667	47.7011333333333	0.888633333333333	2.91876666666667
Unigene248240	0.1834	7.94473333333333	0	0.0253
Unigene206230	0	2.2429	0	0
Unigene882618	0	0	0.0198666666666667	14.7106
Unigene234637	0	3.5172	0	0.0157333333333333
Unigene6237	8.86683333333333	1.3576	11.1412	13.3523333333333
Unigene328075	0	0.322566666666667	0	0
Unigene355766	0	1.0729	0	2.5262
Unigene1229116	0.0044	0.0055	0	2.5397
Unigene883054	0	0.00826666666666667	0.962333333333333	5.54253333333333
Unigene773329	0.269633333333333	0	3.08346666666667	21.6935
Unigene1253215	0	0	0.0359333333333333	15.8406
Unigene326390	8.11006666666667	39.9358666666667	0	0
Unigene393253	0.622333333333333	0.93	0.0348	0.947466666666667
Unigene1098724	0	0	0	1.14156666666667
Unigene940387	0	0	0	27.6950333333333
Unigene174686	0.858333333333333	0	0	0
Unigene309435	0	1.74866666666667	0	0
Unigene207524	0	4.9068	0	3.78703333333333
Unigene49728	13.4828	12.9510333333333	0.0160333333333333	0.119566666666667
Unigene529195	0	0.310033333333333	0.166966666666667	0
Unigene153572	0.568833333333333	0.438633333333333	0.2458	0.0730666666666667
Unigene1092003	0.0061	0	0	1.54213333333333
Unigene159013	0.669233333333333	0.4901	0.360133333333333	0.0501333333333333
Unigene1052621	0	0	0	26.4472666666667
Unigene251116	0.0122	1.418	0	0
Unigene586600	0.0365666666666667	0	112.1086	0
Unigene1006839	0	0	0.0642666666666667	6.23236666666667
Unigene79605	8.06323333333333	0.304166666666667	0.0157333333333333	0.0732666666666667
Unigene138531	1.78233333333333	0.0236666666666667	0	0.0513666666666667
Unigene526620	0.00733333333333333	0.1458	0.0642666666666667	0.00976666666666667
Unigene1003388	0.0061	0	0	3.39183333333333
Unigene129350	0.192633333333333	7.5246	0	0
Unigene273609	0	4.49333333333333	0	0
Unigene1004566	0	0	0.00806666666666667	29.6873666666667
Unigene935889	0	0	0.0645666666666667	22.34
Unigene1064545	0	0	0	2.28313333333333
Unigene56812	10.1992666666667	0.1763	0.0323	0.247533333333333
Unigene216024	0.00306666666666667	6.58986666666667	0	0
Unigene883834	0	0	0	24.1846
Unigene946325	0	0	0	0.9434
Unigene892230	0	0.0048	0.0081	7.2251
Unigene588898	0.0935333333333333	0	134.654566666667	0
Unigene854211	0.0523	0.00476666666666667	1.81216666666667	10.8701666666667
Unigene1262926	0	0	0	2.28376666666667
Unigene1006440	0.00893333333333333	0.0551	0.0203	20.1413333333333
Unigene1026271	0	0.00476666666666667	0.0203	5.59543333333333
Unigene991703	0	0	0	20.0396
Unigene1009050	0	0.0692333333333333	0	31.8568
Unigene119023	0.270733333333333	0.00476666666666667	0	0.0646666666666667
Unigene34952	525.095866666667	265.789633333333	0.00776666666666667	2.18183333333333
Unigene1238000	0	0.00966666666666667	0	1.78576666666667
Unigene205751	0.107866666666667	3.73303333333333	0	0.00803333333333333
Unigene1240503	0	0	0	1.92936666666667
Unigene143573	1.95003333333333	0.0646	0	0.0197333333333333
Unigene320860	0.00616666666666667	0.938533333333333	0	0
Unigene1256912	0	0	0.0408333333333333	0.804066666666667
Unigene951887	0	0	0	21.3305333333333
Unigene1083096	0	0	0	2.652
Unigene7573	0.43	0.5433	7.26523333333333	1.36626666666667
Unigene636107	0.123633333333333	0	1.14866666666667	12.1564666666667
Unigene907981	0	0	0	22.4322
Unigene334507	0	0.3577	0	0
Unigene1260872	0	0	0.0163	3.3071
Unigene73862	0.676	0.698966666666667	0.0204333333333333	0
Unigene536002	0	0.288666666666667	0.103266666666667	0
Unigene985274	0.0247666666666667	0.0655	0.299566666666667	17.6366666666667
Unigene941108	6.51193333333333	1.11196666666667	7.8385	10.6963666666667
Unigene384661	0.108833333333333	0.302666666666667	0.0102333333333333	0
Unigene868293	0.0062	0.00486666666666667	8.44883333333333	0
Unigene1076635	0.932633333333333	0.0240666666666667	0.0327	4.51656666666667
Unigene320411	0.1021	5.2315	0.0408666666666667	0
Unigene958844	0	0	0	3.78883333333333
Unigene922410	0	0.00483333333333333	0	10.4294
Unigene876188	0	0	0	10.7569333333333
Unigene57083	15.0836666666667	0.269533333333333	0.0987666666666667	0.2449
Unigene987837	0	0	0	2.6459
Unigene226020	0.0280666666666667	6.0624	0	0.00813333333333333
Unigene158448	0.8207	0.155033333333333	0.0287666666666667	0.196866666666667
Unigene594278	0	0	5.00643333333333	0
Unigene2028	1.0948	1.588	0	0
Unigene579396	0	0	4.52806666666667	0
Unigene209049	0	1.40943333333333	0	0.0350666666666667
Unigene898702	0	0	0	12.4157
Unigene437430	0	0.256666666666667	0	0
Unigene872367	0	0.00283333333333333	0.230966666666667	4.71
Unigene567694	0.0125333333333333	7.59296666666667	0	0.0082
Unigene34672	1.64186666666667	0.0253666666666667	0	0
Unigene993013	0	0	0	4.8747
Unigene97367	1.6322	0	0	0
Unigene161728	0.390633333333333	0.0532666666666667	0	0
Unigene256644	0	1.11423333333333	0	0
Unigene55298	2.8889	2.9918	64.321	0.0707
Unigene582133	0	0	3.03943333333333	0
Unigene1081977	0	0	0	3.07203333333333
Unigene358495	0	1.90313333333333	0	0
Unigene1174153	0	0	0.0166333333333333	1.46963333333333
Unigene63575	9.53766666666667	0.0246666666666667	0	0.0646666666666667
Unigene62565	0.861366666666667	1.04006666666667	0	0
Unigene980492	0	0	0	3.08723333333333
Unigene119308	0.323366666666667	0.1925	0	0
Unigene64329	0.717366666666667	0.635133333333333	0	0
Unigene322904	0	0.801566666666667	0	0
Unigene319458	0.0184333333333333	0.1948	0	0
Unigene917521	0	0	0	20.7497333333333
Unigene236638	0.0406	0.2493	0	0
Unigene189221	0	1.21696666666667	0	0
Unigene257017	0.0032	0.4802	0	0
Unigene549648	0	0.435	0	0
Unigene240279	0	4.59726666666667	0	0
Unigene248131	0	1.38463333333333	0	0
Unigene175994	0.0064	0.3425	0	0
Unigene632208	0.0767	0	2.322	16.3731333333333
Unigene1140340	0	0	0	2.1611
Unigene182586	0	0.5061	0	0
Unigene989412	0	0	0.0168333333333333	13.0269333333333
Unigene37388	3.93626666666667	61.7497333333333	110.457233333333	0.158266666666667
Unigene54027	13.1431333333333	3.0502	0.0249666666666667	1.79816666666667
Unigene363319	0.102266666666667	0.271	0	0
Unigene20813	5.2572	80.9027333333333	157.169633333333	0.0681
Unigene248047	0	1.27686666666667	0	0
Unigene145865	0.398466666666667	0.243433333333333	0.0423666666666667	0.0540666666666667
Unigene1021529	0	0.0997333333333333	0	3.84343333333333
Unigene665062	0.227733333333333	0	2.19326666666667	14.9261666666667
Unigene1056895	0.00933333333333333	0.0348	0.110133333333333	7.55443333333333
Unigene232664	0.0032	1.12773333333333	0	0
Unigene217434	0.0374333333333333	2.67583333333333	0.0212666666666667	0
Unigene717461	0.144966666666667	0	1.9505	15.9621
Unigene969612	0	0	0	10.1667
Unigene616291	0	0	2.93713333333333	0
Unigene982908	0	0	0	1.29136666666667
Unigene1004910	0	0	0	2.3766
Unigene251798	0	0.553	0	0
Unigene584771	0	0	5.02683333333333	0
Unigene427125	0.00776666666666667	0.355366666666667	0	0
Unigene338915	0	3.36823333333333	0.00816666666666667	0
Unigene1225925	0	0	0	2.28233333333333
Unigene746996	0	0	2.28623333333333	0
Unigene12719	2.75313333333333	0.732733333333333	0	0.00906666666666667
Unigene319460	0.0453333333333333	5.29976666666667	0	0
Unigene295073	0.0356	0.966666666666667	0	0
Unigene60338	10.1077	0.294033333333333	0	0.188833333333333
Unigene3061	13.5595333333333	42.9948333333333	26.4277666666667	0.528266666666667
Unigene150349	0.704533333333333	0.417166666666667	0.231	0.0967666666666667
Unigene1287219	0	0	0	23.574
Unigene998284	0	0	0	4.04893333333333
Unigene589685	0.0519666666666667	0	101.393433333333	0
Unigene294328	0.0998666666666667	5.77596666666667	0.0900666666666667	0
Unigene1341979	0	0	0	1.72016666666667
Unigene238377	0	6.00673333333333	0	0
Unigene609965	0.0358	0	105.379566666667	0
Unigene243750	0	1.43356666666667	0	0
Unigene934689	0	0	0	9.87896666666667
Unigene877108	0.00653333333333333	0.00593333333333333	0	2.90433333333333
Unigene921045	0	0	0	8.5339
Unigene115748	0.466	0.9083	0	0
Unigene189215	0	1.1065	0	0
Unigene923558	0	0	0	3.1808
Unigene1146442	0	0	0	1.54656666666667
Unigene895298	0	0	0	4.36076666666667
Unigene1223120	0	0	0.0215666666666667	1.94853333333333
Unigene416341	0.00653333333333333	2.18496666666667	0.0086	0
Unigene949382	0	0	0	2.37873333333333
Unigene940620	0	0	0	20.8137333333333
Unigene93997	0.184866666666667	0.00506666666666667	0	0.6173
Unigene917520	0	0	0	19.2482333333333
Unigene1018151	0	0.104066666666667	0	3.06626666666667
Unigene1005451	0	0	0.0517	2.2141
Unigene273414	0.0131	0.545333333333333	0	0
Unigene121474	0.695433333333333	0.355533333333333	0.423533333333333	0.0617666666666667
Unigene301233	0.893433333333333	5.48383333333333	0	7.7122
Unigene31682	8.22886666666667	1.48863333333333	10.8094666666667	12.4013
Unigene337197	0	0.509833333333333	0.0345333333333333	0.0381
Unigene1239825	0	0	0	1.4756
Unigene358420	0	1.97886666666667	0	0
Unigene216355	0.437033333333333	0.816066666666667	0	0
Unigene272796	0.0033	6.76943333333333	0	0
Unigene1323973	0	0.00256666666666667	0.0217	1.59583333333333
Unigene1191768	0	0	0.00866666666666667	0.898166666666667
Unigene1052349	0	0	0	2.5506
Unigene962615	0	0	0	3.95666666666667
Unigene57635	0.98	1.45136666666667	0	0
Unigene1058558	0	0	0.794133333333333	5.2515
Unigene98235	0.506066666666667	0.0204666666666667	0.154333333333333	3.58163333333333
Unigene52954	0.905433333333333	1.0808	1.2221	0
Unigene1113753	0	0	0	1.5513
Unigene851400	0.0592333333333333	0	2.1882	14.1358666666667
Unigene1178109	0	0	0.0196666666666667	0.98
Unigene1210080	0	0	0	2.4181
